person1,person2,role1,role2,movie_id,movie_name,rating,year,cooperation_id
吴天明,陶泽如,director,actor,260,百鸟朝凤,8.8,0,吴天明_陶泽如_260
吴天明,李岷城,director,actor,260,百鸟朝凤,8.8,0,吴天明_李岷城_260
吴天明,嵇波,director,actor,260,百鸟朝凤,8.8,0,吴天明_嵇波_260
吴天明,胡先煦,director,actor,260,百鸟朝凤,8.8,0,吴天明_胡先煦_260
吴天明,郑伟,director,actor,260,百鸟朝凤,8.8,0,吴天明_郑伟_260
吴天明,迟蓬,director,actor,260,百鸟朝凤,8.8,0,吴天明_迟蓬_260
吴天明,袁中方,director,actor,260,百鸟朝凤,8.8,0,吴天明_袁中方_260
吴天明,墨阳,director,actor,260,百鸟朝凤,8.8,0,吴天明_墨阳_260
吴天明,张喜前,director,actor,260,百鸟朝凤,8.8,0,吴天明_张喜前_260
吴天明,谭群,director,actor,260,百鸟朝凤,8.8,0,吴天明_谭群_260
吴天明,王长玲,director,actor,260,百鸟朝凤,8.8,0,吴天明_王长玲_260
吴天明,周天羽,director,actor,260,百鸟朝凤,8.8,0,吴天明_周天羽_260
吴天明,张双成,director,actor,260,百鸟朝凤,8.8,0,吴天明_张双成_260
吴天明,许还山,director,actor,260,百鸟朝凤,8.8,0,吴天明_许还山_260
易小星,白客,director,actor,261,万万没想到,8.8,0,易小星_白客_261
易小星,杨子姗,director,actor,261,万万没想到,8.8,0,易小星_杨子姗_261
易小星,陈柏霖,director,actor,261,万万没想到,8.8,0,易小星_陈柏霖_261
易小星,马天宇,director,actor,261,万万没想到,8.8,0,易小星_马天宇_261
易小星,刘循子墨,director,actor,261,万万没想到,8.8,0,易小星_刘循子墨_261
易小星,迈克·安吉洛,director,actor,261,万万没想到,8.8,0,易小星_迈克·安吉洛_261
易小星,易小星,director,actor,261,万万没想到,8.8,0,易小星_易小星_261
易小星,曾志伟,director,actor,261,万万没想到,8.8,0,易小星_曾志伟_261
易小星,赵文瑄,director,actor,261,万万没想到,8.8,0,易小星_赵文瑄_261
易小星,贾玲,director,actor,261,万万没想到,8.8,0,易小星_贾玲_261
易小星,孔连顺,director,actor,261,万万没想到,8.8,0,易小星_孔连顺_261
易小星,佟丽娅,director,actor,261,万万没想到,8.8,0,易小星_佟丽娅_261
易小星,乔任梁,director,actor,261,万万没想到,8.8,0,易小星_乔任梁_261
易小星,刘浩,director,actor,261,万万没想到,8.8,0,易小星_刘浩_261
易小星,张本煜,director,actor,261,万万没想到,8.8,0,易小星_张本煜_261
易小星,葛布,director,actor,261,万万没想到,8.8,0,易小星_葛布_261
易小星,柯达,director,actor,261,万万没想到,8.8,0,易小星_柯达_261
易小星,赵英俊,director,actor,261,万万没想到,8.8,0,易小星_赵英俊_261
易小星,韩寒,director,actor,261,万万没想到,8.8,0,易小星_韩寒_261
贾樟柯,赵涛,director,actor,262,山河故人,8.8,0,贾樟柯_赵涛_262
贾樟柯,张译,director,actor,262,山河故人,8.8,0,贾樟柯_张译_262
贾樟柯,梁景东,director,actor,262,山河故人,8.8,0,贾樟柯_梁景东_262
贾樟柯,董子健,director,actor,262,山河故人,8.8,0,贾樟柯_董子健_262
贾樟柯,张艾嘉,director,actor,262,山河故人,8.8,0,贾樟柯_张艾嘉_262
贾樟柯,荣梓杉,director,actor,262,山河故人,8.8,0,贾樟柯_荣梓杉_262
贾樟柯,梁永浩,director,actor,262,山河故人,8.8,0,贾樟柯_梁永浩_262
贾樟柯,刘陆,director,actor,262,山河故人,8.8,0,贾樟柯_刘陆_262
贾樟柯,原文倩,director,actor,262,山河故人,8.8,0,贾樟柯_原文倩_262
陆川,赵又廷,director,actor,263,九层妖塔,8.8,0,陆川_赵又廷_263
陆川,姚晨,director,actor,263,九层妖塔,8.8,0,陆川_姚晨_263
陆川,凤小岳,director,actor,263,九层妖塔,8.8,0,陆川_凤小岳_263
陆川,李晨,director,actor,263,九层妖塔,8.8,0,陆川_李晨_263
陆川,唐嫣,director,actor,263,九层妖塔,8.8,0,陆川_唐嫣_263
陆川,冯瓅,director,actor,263,九层妖塔,8.8,0,陆川_冯瓅_263
陆川,李光洁,director,actor,263,九层妖塔,8.8,0,陆川_李光洁_263
陆川,王庆祥,director,actor,263,九层妖塔,8.8,0,陆川_王庆祥_263
陆川,吴军,director,actor,263,九层妖塔,8.8,0,陆川_吴军_263
陆川,王德顺,director,actor,263,九层妖塔,8.8,0,陆川_王德顺_263
侯孝贤,舒淇,director,actor,264,刺客聂隐娘,8.8,0,侯孝贤_舒淇_264
侯孝贤,张震,director,actor,264,刺客聂隐娘,8.8,0,侯孝贤_张震_264
侯孝贤,周韵,director,actor,264,刺客聂隐娘,8.8,0,侯孝贤_周韵_264
侯孝贤,妻夫木聪,director,actor,264,刺客聂隐娘,8.8,0,侯孝贤_妻夫木聪_264
侯孝贤,阮经天,director,actor,264,刺客聂隐娘,8.8,0,侯孝贤_阮经天_264
侯孝贤,谢欣颖,director,actor,264,刺客聂隐娘,8.8,0,侯孝贤_谢欣颖_264
侯孝贤,倪大红,director,actor,264,刺客聂隐娘,8.8,0,侯孝贤_倪大红_264
侯孝贤,咏梅,director,actor,264,刺客聂隐娘,8.8,0,侯孝贤_咏梅_264
侯孝贤,雷镇语,director,actor,264,刺客聂隐娘,8.8,0,侯孝贤_雷镇语_264
侯孝贤,许芳宜,director,actor,264,刺客聂隐娘,8.8,0,侯孝贤_许芳宜_264
侯孝贤,毕安生,director,actor,264,刺客聂隐娘,8.8,0,侯孝贤_毕安生_264
侯孝贤,张少怀,director,actor,264,刺客聂隐娘,8.8,0,侯孝贤_张少怀_264
侯孝贤,石隽,director,actor,264,刺客聂隐娘,8.8,0,侯孝贤_石隽_264
侯孝贤,梅芳,director,actor,264,刺客聂隐娘,8.8,0,侯孝贤_梅芳_264
陈凯歌,王宝强,director,actor,265,道士下山,8.8,0,陈凯歌_王宝强_265
陈凯歌,郭富城,director,actor,265,道士下山,8.8,0,陈凯歌_郭富城_265
陈凯歌,张震,director,actor,265,道士下山,8.8,0,陈凯歌_张震_265
陈凯歌,林志玲,director,actor,265,道士下山,8.8,0,陈凯歌_林志玲_265
陈凯歌,范伟,director,actor,265,道士下山,8.8,0,陈凯歌_范伟_265
陈凯歌,元华,director,actor,265,道士下山,8.8,0,陈凯歌_元华_265
陈凯歌,王学圻,director,actor,265,道士下山,8.8,0,陈凯歌_王学圻_265
陈凯歌,吴建豪,director,actor,265,道士下山,8.8,0,陈凯歌_吴建豪_265
陈凯歌,陈国坤,director,actor,265,道士下山,8.8,0,陈凯歌_陈国坤_265
陈凯歌,林雪,director,actor,265,道士下山,8.8,0,陈凯歌_林雪_265
陈凯歌,董琦,director,actor,265,道士下山,8.8,0,陈凯歌_董琦_265
陈凯歌,李雪健,director,actor,265,道士下山,8.8,0,陈凯歌_李雪健_265
陈凯歌,田壮壮,director,actor,265,道士下山,8.8,0,陈凯歌_田壮壮_265
陈凯歌,陈虎,director,actor,265,道士下山,8.8,0,陈凯歌_陈虎_265
陈凯歌,房祖名,director,actor,265,道士下山,8.8,0,陈凯歌_房祖名_265
苏有朋,陈都灵,director,actor,266,左耳,8.8,0,苏有朋_陈都灵_266
苏有朋,欧豪,director,actor,266,左耳,8.8,0,苏有朋_欧豪_266
苏有朋,马思纯,director,actor,266,左耳,8.8,0,苏有朋_马思纯_266
苏有朋,杨洋,director,actor,266,左耳,8.8,0,苏有朋_杨洋_266
苏有朋,段博文,director,actor,266,左耳,8.8,0,苏有朋_段博文_266
苏有朋,胡夏,director,actor,266,左耳,8.8,0,苏有朋_胡夏_266
苏有朋,关晓彤,director,actor,266,左耳,8.8,0,苏有朋_关晓彤_266
苏有朋,包文婧,director,actor,266,左耳,8.8,0,苏有朋_包文婧_266
苏有朋,蒋雯丽,director,actor,266,左耳,8.8,0,苏有朋_蒋雯丽_266
苏有朋,成泰燊,director,actor,266,左耳,8.8,0,苏有朋_成泰燊_266
苏有朋,谢娜,director,actor,266,左耳,8.8,0,苏有朋_谢娜_266
苏有朋,樊玲,director,actor,266,左耳,8.8,0,苏有朋_樊玲_266
让-雅克·阿诺,冯绍峰,director,actor,267,狼图腾,8.8,0,让-雅克·阿诺_冯绍峰_267
让-雅克·阿诺,窦骁,director,actor,267,狼图腾,8.8,0,让-雅克·阿诺_窦骁_267
让-雅克·阿诺,昂哈妮玛,director,actor,267,狼图腾,8.8,0,让-雅克·阿诺_昂哈妮玛_267
让-雅克·阿诺,巴森,director,actor,267,狼图腾,8.8,0,让-雅克·阿诺_巴森_267
让-雅克·阿诺,尹铸胜,director,actor,267,狼图腾,8.8,0,让-雅克·阿诺_尹铸胜_267
让-雅克·阿诺,黄小蕾,director,actor,267,狼图腾,8.8,0,让-雅克·阿诺_黄小蕾_267
彭浩翔,周迅,director,actor,268,撒娇女人最好命,8.8,0,彭浩翔_周迅_268
彭浩翔,黄晓明,director,actor,268,撒娇女人最好命,8.8,0,彭浩翔_黄晓明_268
彭浩翔,隋棠,director,actor,268,撒娇女人最好命,8.8,0,彭浩翔_隋棠_268
彭浩翔,谢依霖,director,actor,268,撒娇女人最好命,8.8,0,彭浩翔_谢依霖_268
彭浩翔,康晋荣,director,actor,268,撒娇女人最好命,8.8,0,彭浩翔_康晋荣_268
郭敬明,杨幂,director,actor,269,小时代3：刺金时代,8.8,0,郭敬明_杨幂_269
郭敬明,柯震东,director,actor,269,小时代3：刺金时代,8.8,0,郭敬明_柯震东_269
郭敬明,郭采洁,director,actor,269,小时代3：刺金时代,8.8,0,郭敬明_郭采洁_269
郭敬明,陈学冬,director,actor,269,小时代3：刺金时代,8.8,0,郭敬明_陈学冬_269
郭敬明,郭碧婷,director,actor,269,小时代3：刺金时代,8.8,0,郭敬明_郭碧婷_269
郭敬明,谢依霖,director,actor,269,小时代3：刺金时代,8.8,0,郭敬明_谢依霖_269
郭敬明,李贤宰,director,actor,269,小时代3：刺金时代,8.8,0,郭敬明_李贤宰_269
郭敬明,锦荣,director,actor,269,小时代3：刺金时代,8.8,0,郭敬明_锦荣_269
郭敬明,任言恺,director,actor,269,小时代3：刺金时代,8.8,0,郭敬明_任言恺_269
郭敬明,王琳,director,actor,269,小时代3：刺金时代,8.8,0,郭敬明_王琳_269
郭敬明,姜潮,director,actor,269,小时代3：刺金时代,8.8,0,郭敬明_姜潮_269
郭敬明,商侃,director,actor,269,小时代3：刺金时代,8.8,0,郭敬明_商侃_269
郭敬明,杜天皓,director,actor,269,小时代3：刺金时代,8.8,0,郭敬明_杜天皓_269
田羽生,韩庚,director,actor,270,前任攻略,8.8,0,田羽生_韩庚_270
田羽生,姚星彤,director,actor,270,前任攻略,8.8,0,田羽生_姚星彤_270
田羽生,郑恺,director,actor,270,前任攻略,8.8,0,田羽生_郑恺_270
田羽生,王丽坤,director,actor,270,前任攻略,8.8,0,田羽生_王丽坤_270
田羽生,班嘉佳,director,actor,270,前任攻略,8.8,0,田羽生_班嘉佳_270
田羽生,张涵予,director,actor,270,前任攻略,8.8,0,田羽生_张涵予_270
田羽生,李相烨,director,actor,270,前任攻略,8.8,0,田羽生_李相烨_270
田羽生,关喆,director,actor,270,前任攻略,8.8,0,田羽生_关喆_270
田羽生,毛俊杰,director,actor,270,前任攻略,8.8,0,田羽生_毛俊杰_270
田羽生,麦迪娜,director,actor,270,前任攻略,8.8,0,田羽生_麦迪娜_270
田羽生,熊乃瑾,director,actor,270,前任攻略,8.8,0,田羽生_熊乃瑾_270
田羽生,柳岩,director,actor,270,前任攻略,8.8,0,田羽生_柳岩_270
陈木胜,古天乐,director,actor,271,扫毒,8.8,0,陈木胜_古天乐_271
陈木胜,张家辉,director,actor,271,扫毒,8.8,0,陈木胜_张家辉_271
陈木胜,刘青云,director,actor,271,扫毒,8.8,0,陈木胜_刘青云_271
陈木胜,袁泉,director,actor,271,扫毒,8.8,0,陈木胜_袁泉_271
陈木胜,卢海鹏,director,actor,271,扫毒,8.8,0,陈木胜_卢海鹏_271
陈木胜,吴廷烨,director,actor,271,扫毒,8.8,0,陈木胜_吴廷烨_271
陈木胜,林国斌,director,actor,271,扫毒,8.8,0,陈木胜_林国斌_271
陈木胜,卢惠光,director,actor,271,扫毒,8.8,0,陈木胜_卢惠光_271
陈木胜,吴岱融,director,actor,271,扫毒,8.8,0,陈木胜_吴岱融_271
陈木胜,宝儿,director,actor,271,扫毒,8.8,0,陈木胜_宝儿_271
陈木胜,马浴柯,director,actor,271,扫毒,8.8,0,陈木胜_马浴柯_271
陈木胜,释彦能,director,actor,271,扫毒,8.8,0,陈木胜_释彦能_271
陈木胜,罗兰,director,actor,271,扫毒,8.8,0,陈木胜_罗兰_271
陈木胜,李兆基,director,actor,271,扫毒,8.8,0,陈木胜_李兆基_271
陈木胜,维他亚·潘斯林加姆,director,actor,271,扫毒,8.8,0,陈木胜_维他亚·潘斯林加姆_271
陈木胜,罗钧满,director,actor,271,扫毒,8.8,0,陈木胜_罗钧满_271
徐克,赵又廷,director,actor,272,狄仁杰之神都龙王,8.8,0,徐克_赵又廷_272
徐克,冯绍峰,director,actor,272,狄仁杰之神都龙王,8.8,0,徐克_冯绍峰_272
徐克,林更新,director,actor,272,狄仁杰之神都龙王,8.8,0,徐克_林更新_272
徐克,金汎,director,actor,272,狄仁杰之神都龙王,8.8,0,徐克_金汎_272
徐克,杨颖,director,actor,272,狄仁杰之神都龙王,8.8,0,徐克_杨颖_272
徐克,刘嘉玲,director,actor,272,狄仁杰之神都龙王,8.8,0,徐克_刘嘉玲_272
徐克,胡东,director,actor,272,狄仁杰之神都龙王,8.8,0,徐克_胡东_272
徐克,马京京,director,actor,272,狄仁杰之神都龙王,8.8,0,徐克_马京京_272
徐克,盛鉴,director,actor,272,狄仁杰之神都龙王,8.8,0,徐克_盛鉴_272
徐克,林朝绪,director,actor,272,狄仁杰之神都龙王,8.8,0,徐克_林朝绪_272
徐克,陈坤,director,actor,272,狄仁杰之神都龙王,8.8,0,徐克_陈坤_272
徐克,言杰,director,actor,272,狄仁杰之神都龙王,8.8,0,徐克_言杰_272
徐克,汪汐潮,director,actor,272,狄仁杰之神都龙王,8.8,0,徐克_汪汐潮_272
徐克,陈国义,director,actor,272,狄仁杰之神都龙王,8.8,0,徐克_陈国义_272
徐克,赖迦童,director,actor,272,狄仁杰之神都龙王,8.8,0,徐克_赖迦童_272
徐克,张山,director,actor,272,狄仁杰之神都龙王,8.8,0,徐克_张山_272
徐克,铁男,director,actor,272,狄仁杰之神都龙王,8.8,0,徐克_铁男_272
郭敬明,杨幂,director,actor,273,小时代2：青木时代,8.8,0,郭敬明_杨幂_273
郭敬明,柯震东,director,actor,273,小时代2：青木时代,8.8,0,郭敬明_柯震东_273
郭敬明,郭采洁,director,actor,273,小时代2：青木时代,8.8,0,郭敬明_郭采洁_273
郭敬明,凤小岳,director,actor,273,小时代2：青木时代,8.8,0,郭敬明_凤小岳_273
郭敬明,郭碧婷,director,actor,273,小时代2：青木时代,8.8,0,郭敬明_郭碧婷_273
郭敬明,谢依霖,director,actor,273,小时代2：青木时代,8.8,0,郭敬明_谢依霖_273
郭敬明,陈学冬,director,actor,273,小时代2：青木时代,8.8,0,郭敬明_陈学冬_273
郭敬明,王琳,director,actor,273,小时代2：青木时代,8.8,0,郭敬明_王琳_273
郭敬明,李悦铭,director,actor,273,小时代2：青木时代,8.8,0,郭敬明_李悦铭_273
郭敬明,商侃,director,actor,273,小时代2：青木时代,8.8,0,郭敬明_商侃_273
郭敬明,姜潮,director,actor,273,小时代2：青木时代,8.8,0,郭敬明_姜潮_273
郭敬明,杜天皓,director,actor,273,小时代2：青木时代,8.8,0,郭敬明_杜天皓_273
郭敬明,杨菲洋,director,actor,273,小时代2：青木时代,8.8,0,郭敬明_杨菲洋_273
郭敬明,丁巧唯,director,actor,273,小时代2：青木时代,8.8,0,郭敬明_丁巧唯_273
杜琪峰,刘德华,director,actor,274,盲探,8.8,0,杜琪峰_刘德华_274
杜琪峰,郑秀文,director,actor,274,盲探,8.8,0,杜琪峰_郑秀文_274
杜琪峰,郭涛,director,actor,274,盲探,8.8,0,杜琪峰_郭涛_274
杜琪峰,高圆圆,director,actor,274,盲探,8.8,0,杜琪峰_高圆圆_274
杜琪峰,王紫逸,director,actor,274,盲探,8.8,0,杜琪峰_王紫逸_274
杜琪峰,郎月婷,director,actor,274,盲探,8.8,0,杜琪峰_郎月婷_274
杜琪峰,卢海鹏,director,actor,274,盲探,8.8,0,杜琪峰_卢海鹏_274
杜琪峰,黄文慧,director,actor,274,盲探,8.8,0,杜琪峰_黄文慧_274
杜琪峰,林雪,director,actor,274,盲探,8.8,0,杜琪峰_林雪_274
杜琪峰,姜皓文,director,actor,274,盲探,8.8,0,杜琪峰_姜皓文_274
陈正道,黄渤,director,actor,275,101次求婚,8.8,0,陈正道_黄渤_275
陈正道,林志玲,director,actor,275,101次求婚,8.8,0,陈正道_林志玲_275
陈正道,高以翔,director,actor,275,101次求婚,8.8,0,陈正道_高以翔_275
陈正道,秦海璐,director,actor,275,101次求婚,8.8,0,陈正道_秦海璐_275
陈正道,武田铁矢,director,actor,275,101次求婚,8.8,0,陈正道_武田铁矢_275
陈正道,王迅,director,actor,275,101次求婚,8.8,0,陈正道_王迅_275
麦兆辉,庄文强,director,director,276,听风者,8.8,0,麦兆辉_庄文强_276
麦兆辉,梁朝伟,director,actor,276,听风者,8.8,0,麦兆辉_梁朝伟_276
麦兆辉,周迅,director,actor,276,听风者,8.8,0,麦兆辉_周迅_276
麦兆辉,范晓萱,director,actor,276,听风者,8.8,0,麦兆辉_范晓萱_276
麦兆辉,王学兵,director,actor,276,听风者,8.8,0,麦兆辉_王学兵_276
麦兆辉,董勇,director,actor,276,听风者,8.8,0,麦兆辉_董勇_276
麦兆辉,甘婷婷,director,actor,276,听风者,8.8,0,麦兆辉_甘婷婷_276
麦兆辉,单立文,director,actor,276,听风者,8.8,0,麦兆辉_单立文_276
庄文强,梁朝伟,director,actor,276,听风者,8.8,0,庄文强_梁朝伟_276
庄文强,周迅,director,actor,276,听风者,8.8,0,庄文强_周迅_276
庄文强,范晓萱,director,actor,276,听风者,8.8,0,庄文强_范晓萱_276
庄文强,王学兵,director,actor,276,听风者,8.8,0,庄文强_王学兵_276
庄文强,董勇,director,actor,276,听风者,8.8,0,庄文强_董勇_276
庄文强,甘婷婷,director,actor,276,听风者,8.8,0,庄文强_甘婷婷_276
庄文强,单立文,director,actor,276,听风者,8.8,0,庄文强_单立文_276
宁浩,雷佳音,director,actor,277,黄金大劫案,8.8,0,宁浩_雷佳音_277
宁浩,陶虹,director,actor,277,黄金大劫案,8.8,0,宁浩_陶虹_277
宁浩,程媛媛,director,actor,277,黄金大劫案,8.8,0,宁浩_程媛媛_277
宁浩,山崎敬一,director,actor,277,黄金大劫案,8.8,0,宁浩_山崎敬一_277
宁浩,郭涛,director,actor,277,黄金大劫案,8.8,0,宁浩_郭涛_277
宁浩,范伟,director,actor,277,黄金大劫案,8.8,0,宁浩_范伟_277
宁浩,孙淳,director,actor,277,黄金大劫案,8.8,0,宁浩_孙淳_277
宁浩,刘桦,director,actor,277,黄金大劫案,8.8,0,宁浩_刘桦_277
宁浩,黄渤,director,actor,277,黄金大劫案,8.8,0,宁浩_黄渤_277
宁浩,岳小军,director,actor,277,黄金大劫案,8.8,0,宁浩_岳小军_277
宁浩,傅亨,director,actor,277,黄金大劫案,8.8,0,宁浩_傅亨_277
宁浩,王文,director,actor,277,黄金大劫案,8.8,0,宁浩_王文_277
宁浩,杨新鸣,director,actor,277,黄金大劫案,8.8,0,宁浩_杨新鸣_277
李玉,张艾嘉,director,actor,278,观音山,8.8,0,李玉_张艾嘉_278
李玉,范冰冰,director,actor,278,观音山,8.8,0,李玉_范冰冰_278
李玉,陈柏霖,director,actor,278,观音山,8.8,0,李玉_陈柏霖_278
李玉,肥龙,director,actor,278,观音山,8.8,0,李玉_肥龙_278
李玉,方励,director,actor,278,观音山,8.8,0,李玉_方励_278
李玉,金晶,director,actor,278,观音山,8.8,0,李玉_金晶_278
李玉,刘洁,director,actor,278,观音山,8.8,0,李玉_刘洁_278
李玉,鲍振江,director,actor,278,观音山,8.8,0,李玉_鲍振江_278
李玉,沈文,director,actor,278,观音山,8.8,0,李玉_沈文_278
李玉,李迪,director,actor,278,观音山,8.8,0,李玉_李迪_278
李玉,袁泽,director,actor,278,观音山,8.8,0,李玉_袁泽_278
李玉,陈宇,director,actor,278,观音山,8.8,0,李玉_陈宇_278
李玉,史敏芳,director,actor,278,观音山,8.8,0,李玉_史敏芳_278
李玉,王国裕,director,actor,278,观音山,8.8,0,李玉_王国裕_278
李玉,丁娟,director,actor,278,观音山,8.8,0,李玉_丁娟_278
李玉,黄公望,director,actor,278,观音山,8.8,0,李玉_黄公望_278
李玉,段博文,director,actor,278,观音山,8.8,0,李玉_段博文_278
李玉,李斯丹妮,director,actor,278,观音山,8.8,0,李玉_李斯丹妮_278
李玉,谢添,director,actor,278,观音山,8.8,0,李玉_谢添_278
李玉,李惠娟,director,actor,278,观音山,8.8,0,李玉_李惠娟_278
李玉,向雪,director,actor,278,观音山,8.8,0,李玉_向雪_278
李玉,黄鹰,director,actor,278,观音山,8.8,0,李玉_黄鹰_278
李玉,吴小蓉,director,actor,278,观音山,8.8,0,李玉_吴小蓉_278
李玉,朱平康,director,actor,278,观音山,8.8,0,李玉_朱平康_278
李玉,衡文萱,director,actor,278,观音山,8.8,0,李玉_衡文萱_278
李玉,王婷,director,actor,278,观音山,8.8,0,李玉_王婷_278
李玉,胡攀科,director,actor,278,观音山,8.8,0,李玉_胡攀科_278
李玉,关越,director,actor,278,观音山,8.8,0,李玉_关越_278
李玉,印一唯,director,actor,278,观音山,8.8,0,李玉_印一唯_278
李玉,刘文广,director,actor,278,观音山,8.8,0,李玉_刘文广_278
尚敬,闫妮,director,actor,279,武林外传,8.8,0,尚敬_闫妮_279
尚敬,姚晨,director,actor,279,武林外传,8.8,0,尚敬_姚晨_279
尚敬,沙溢,director,actor,279,武林外传,8.8,0,尚敬_沙溢_279
尚敬,喻恩泰,director,actor,279,武林外传,8.8,0,尚敬_喻恩泰_279
尚敬,倪虹洁,director,actor,279,武林外传,8.8,0,尚敬_倪虹洁_279
尚敬,姜超,director,actor,279,武林外传,8.8,0,尚敬_姜超_279
尚敬,肖剑,director,actor,279,武林外传,8.8,0,尚敬_肖剑_279
尚敬,岳跃利,director,actor,279,武林外传,8.8,0,尚敬_岳跃利_279
尚敬,王磊,director,actor,279,武林外传,8.8,0,尚敬_王磊_279
尚敬,午马,director,actor,279,武林外传,8.8,0,尚敬_午马_279
叶伟信,甄子丹,director,actor,280,叶问2：宗师传奇,8.8,0,叶伟信_甄子丹_280
叶伟信,洪金宝,director,actor,280,叶问2：宗师传奇,8.8,0,叶伟信_洪金宝_280
叶伟信,熊黛林,director,actor,280,叶问2：宗师传奇,8.8,0,叶伟信_熊黛林_280
叶伟信,黄晓明,director,actor,280,叶问2：宗师传奇,8.8,0,叶伟信_黄晓明_280
叶伟信,樊少皇,director,actor,280,叶问2：宗师传奇,8.8,0,叶伟信_樊少皇_280
叶伟信,郑则仕,director,actor,280,叶问2：宗师传奇,8.8,0,叶伟信_郑则仕_280
叶伟信,敖嘉年,director,actor,280,叶问2：宗师传奇,8.8,0,叶伟信_敖嘉年_280
叶伟信,杜宇航,director,actor,280,叶问2：宗师传奇,8.8,0,叶伟信_杜宇航_280
叶伟信,达伦·萨赫拉维,director,actor,280,叶问2：宗师传奇,8.8,0,叶伟信_达伦·萨赫拉维_280
叶伟信,释小龙,director,actor,280,叶问2：宗师传奇,8.8,0,叶伟信_释小龙_280
叶伟信,任达华,director,actor,280,叶问2：宗师传奇,8.8,0,叶伟信_任达华_280
叶伟信,郑家星,director,actor,280,叶问2：宗师传奇,8.8,0,叶伟信_郑家星_280
叶伟信,陆梅芳,director,actor,280,叶问2：宗师传奇,8.8,0,叶伟信_陆梅芳_280
金依萌,章子怡,director,actor,281,非常完美,8.8,0,金依萌_章子怡_281
金依萌,范冰冰,director,actor,281,非常完美,8.8,0,金依萌_范冰冰_281
金依萌,何润东,director,actor,281,非常完美,8.8,0,金依萌_何润东_281
金依萌,苏志燮,director,actor,281,非常完美,8.8,0,金依萌_苏志燮_281
金依萌,姚晨,director,actor,281,非常完美,8.8,0,金依萌_姚晨_281
金依萌,林心如,director,actor,281,非常完美,8.8,0,金依萌_林心如_281
金依萌,王姬,director,actor,281,非常完美,8.8,0,金依萌_王姬_281
吴宇森,梁朝伟,director,actor,282,赤壁(上),8.8,0,吴宇森_梁朝伟_282
吴宇森,金城武,director,actor,282,赤壁(上),8.8,0,吴宇森_金城武_282
吴宇森,张丰毅,director,actor,282,赤壁(上),8.8,0,吴宇森_张丰毅_282
吴宇森,张震,director,actor,282,赤壁(上),8.8,0,吴宇森_张震_282
吴宇森,胡军,director,actor,282,赤壁(上),8.8,0,吴宇森_胡军_282
吴宇森,林志玲,director,actor,282,赤壁(上),8.8,0,吴宇森_林志玲_282
吴宇森,赵薇,director,actor,282,赤壁(上),8.8,0,吴宇森_赵薇_282
吴宇森,尤勇,director,actor,282,赤壁(上),8.8,0,吴宇森_尤勇_282
吴宇森,中村狮童,director,actor,282,赤壁(上),8.8,0,吴宇森_中村狮童_282
吴宇森,宋佳,director,actor,282,赤壁(上),8.8,0,吴宇森_宋佳_282
吴宇森,臧金生,director,actor,282,赤壁(上),8.8,0,吴宇森_臧金生_282
吴宇森,巴森,director,actor,282,赤壁(上),8.8,0,吴宇森_巴森_282
吴宇森,侯勇,director,actor,282,赤壁(上),8.8,0,吴宇森_侯勇_282
吴宇森,王庆祥,director,actor,282,赤壁(上),8.8,0,吴宇森_王庆祥_282
吴宇森,马精武,director,actor,282,赤壁(上),8.8,0,吴宇森_马精武_282
吴宇森,佟大为,director,actor,282,赤壁(上),8.8,0,吴宇森_佟大为_282
冯小刚,张涵予,director,actor,283,集结号,8.8,0,冯小刚_张涵予_283
冯小刚,邓超,director,actor,283,集结号,8.8,0,冯小刚_邓超_283
冯小刚,袁文康,director,actor,283,集结号,8.8,0,冯小刚_袁文康_283
冯小刚,汤嬿,director,actor,283,集结号,8.8,0,冯小刚_汤嬿_283
冯小刚,廖凡,director,actor,283,集结号,8.8,0,冯小刚_廖凡_283
冯小刚,王宝强,director,actor,283,集结号,8.8,0,冯小刚_王宝强_283
冯小刚,胡军,director,actor,283,集结号,8.8,0,冯小刚_胡军_283
冯小刚,任泉,director,actor,283,集结号,8.8,0,冯小刚_任泉_283
冯小刚,袁洪涛,director,actor,283,集结号,8.8,0,冯小刚_袁洪涛_283
冯小刚,李晨,director,actor,283,集结号,8.8,0,冯小刚_李晨_283
冯小刚,李乃文,director,actor,283,集结号,8.8,0,冯小刚_李乃文_283
冯小刚,胡明,director,actor,283,集结号,8.8,0,冯小刚_胡明_283
冯小刚,罗海琼,director,actor,283,集结号,8.8,0,冯小刚_罗海琼_283
姜文,房祖名,director,actor,284,太阳照常升起,8.8,0,姜文_房祖名_284
姜文,周韵,director,actor,284,太阳照常升起,8.8,0,姜文_周韵_284
姜文,姜文,director,actor,284,太阳照常升起,8.8,0,姜文_姜文_284
姜文,黄秋生,director,actor,284,太阳照常升起,8.8,0,姜文_黄秋生_284
姜文,陈冲,director,actor,284,太阳照常升起,8.8,0,姜文_陈冲_284
姜文,孔维,director,actor,284,太阳照常升起,8.8,0,姜文_孔维_284
姜文,崔健,director,actor,284,太阳照常升起,8.8,0,姜文_崔健_284
姜文,李加民,director,actor,284,太阳照常升起,8.8,0,姜文_李加民_284
张艺谋,周润发,director,actor,285,满城尽带黄金甲,8.8,0,张艺谋_周润发_285
张艺谋,巩俐,director,actor,285,满城尽带黄金甲,8.8,0,张艺谋_巩俐_285
