name,movie_count,avg_rating,director_count,writer_count,actor_count
胡伶,1,9.0,0,0,1
黄伊凡,1,9.0,0,0,1
陈伟榕,1,9.0,0,0,1
单宝中,2,7.95,0,0,2
梁致力,1,9.0,0,0,1
罗义民,2,8.0,1,0,1
张镨冉,1,9.0,0,0,1
王宇,5,5.58,0,0,5
赵雪,2,8.15,0,0,2
张琛,1,9.0,0,0,1
魏玮,1,9.0,0,0,1
朱微玮,1,9.0,0,0,1
芦莹,1,9.0,0,0,1
何子君,1,9.0,0,0,1
钱晨光,1,9.0,0,0,1
乌日塔,1,9.0,0,0,1
杨洁,3,6.333333333333333,1,0,2
向斐,1,9.0,0,0,1
何孟卓,1,9.0,0,0,1
王野苓,1,9.0,0,0,1
郑芬芬,1,9.0,1,0,0
孙泽源,1,9.0,0,0,1
周翊然,1,9.0,0,0,1
刘冠毅,1,9.0,0,0,1
徐光宇,5,6.94,0,0,5
田壮壮,9,8.066666666666666,3,0,6
曲哲明,4,8.05,0,0,4
刘启恒,1,9.0,0,0,1
苏小明,6,8.116666666666665,0,0,6
邹倚天,1,9.0,0,0,1
施予斐,7,7.414285714285714,0,0,7
李剑青,1,9.0,0,0,1
李宇春,8,8.1375,0,0,8
杨祐宁,20,8.065,0,0,20
吴莫愁,5,7.719999999999999,0,0,5
伍嘉成,2,8.35,0,0,2
赵磊,1,9.0,0,0,1
彭楚粤,1,9.0,0,0,1
陈泽希,1,9.0,0,0,1
郭子凡,1,9.0,0,0,1
焉栩嘉,2,8.95,0,0,2
夏之光,1,9.0,0,0,1
姜超,11,7.000000000000001,0,0,11
娄艺潇,1,9.0,0,0,1
关智耀,3,8.4,3,0,0
甄子丹,27,8.35925925925926,0,0,27
刘浩龙,9,7.955555555555555,0,0,9
喻亢,9,7.433333333333334,1,0,8
胡然,7,7.928571428571429,0,0,7
黄日华,5,8.22,0,0,5
周励淇,5,8.02,0,0,5
吴毅将,5,6.68,0,0,5
李鸿其,5,8.26,0,0,5
曲隽希,2,7.9,0,0,2
赵英俊,14,8.007142857142856,0,0,14
马大明,1,9.0,0,0,1
曹然然,2,6.65,0,0,2
刘小光,5,6.539999999999999,0,0,5
文松,4,6.6,0,0,4
宋晓峰,3,6.566666666666666,0,0,3
袁姗姗,6,8.05,0,0,6
林志玲,16,8.09375,0,0,16
不思凡,1,9.0,1,0,0
小连杀,5,6.720000000000001,0,0,5
图特哈蒙,11,7.581818181818182,0,0,11
幽舞越山,2,8.35,0,0,2
李佳怡,6,7.016666666666667,1,0,5
郭盛,4,7.6000000000000005,0,0,4
叶知秋,2,7.9,0,0,2
佟心竹,4,7.975,0,0,4
邢凯新,2,8.35,0,0,2
藤新,4,7.5,0,0,4
郝祥海,5,6.6,0,0,5
徐静蕾,27,8.185185185185185,7,0,20
梁杰理,1,9.0,0,0,1
张隽溢,3,7.233333333333333,0,0,3
杜函梦,2,8.25,0,0,2
栾元晖,4,8.5,0,0,4
曹英睿,1,9.0,0,0,1
许宏宇,1,9.0,1,0,0
金城武,10,8.719999999999999,0,0,10
奚梦瑶,2,8.45,0,0,2
张国柱,7,7.485714285714286,0,0,7
高晓松,4,8.125,2,0,2
海佟,1,9.0,0,0,1
杨洋,5,8.459999999999999,0,0,5
廖学秋,3,7.400000000000001,0,0,3
汪启楠,1,9.0,0,0,1
安韩瑾,2,8.8,0,0,2
潘肖,1,9.0,0,0,1
曹涤非,3,7.833333333333333,0,0,3
朱红,1,9.0,0,0,1
刘乐思,2,8.25,0,0,2
蓝可,1,9.0,0,0,1
张爱钦,1,9.0,0,0,1
杨庆,2,8.85,2,0,0
凌琳,2,7.2,0,0,2
陈诺,1,9.0,0,0,1
唐佐辉,2,8.65,0,0,2
李润,1,9.0,0,0,1
霍卫民,1,9.0,0,0,1
王笑天,3,7.433333333333333,0,0,3
罗芸,1,9.0,0,0,1
杨瑜珍,1,9.0,0,0,1
孙黎,2,7.2,0,0,2
邵胜杰,1,9.0,0,0,1
曹西安,1,9.0,0,0,1
贾致钢,2,7.2,0,0,2
朱自清,1,9.0,0,0,1
赵梓彤,1,9.0,0,0,1
贾世忠,1,9.0,0,0,1
袁满,3,7.833333333333333,0,0,3
陈梅生,1,9.0,0,0,1
张景素,1,9.0,0,0,1
平坦,1,9.0,0,0,1
金子,2,8.05,0,0,2
张建军,1,9.0,0,0,1
洪晃,4,8.15,0,0,4
刘利年,3,8.266666666666666,0,0,3
那英,2,7.8,0,0,2
刘索拉,2,8.35,0,0,2
姜洪齐,1,9.0,0,0,1
俞白眉,2,8.85,2,0,0
秦越,1,9.0,0,0,1
许可嘉,2,8.85,0,0,2
赵曼竹,2,8.85,0,0,2
张慧雯,5,8.28,0,0,5
刘佩琦,13,7.361538461538462,0,0,13
祖峰,7,8.157142857142857,0,0,7
张嘉译,12,7.416666666666665,0,0,12
陈小艺,2,8.0,0,0,2
刁亦男,4,7.275,2,0,2
桂纶镁,13,8.423076923076923,0,0,13
常凯宁,1,9.0,0,0,1
李彩霞,1,9.0,0,0,1
李克伟,1,9.0,0,0,1
洛成,1,9.0,0,0,1
裴功勇,1,9.0,0,0,1
彭龙,1,9.0,0,0,1
于雪冬,1,9.0,0,0,1
蒋延良,1,9.0,0,0,1
宋丹丹,8,7.624999999999999,0,0,8
杜家毅,4,8.425,1,0,3
李咏,7,7.014285714285714,0,0,7
权相宇,2,8.4,0,0,2
姚星彤,9,7.088888888888889,0,0,9
白露娜,1,9.0,0,0,1
刘承俊,9,8.02222222222222,0,0,9
李宗盛,4,7.975,0,0,4
耿长军,4,7.725,0,0,4
梁乐民,2,8.95,2,0,0
陆剑青,2,8.95,2,0,0
杨采妮,14,8.164285714285715,1,0,13
安志杰,20,8.095,0,0,20
王敏德,12,8.041666666666668,0,0,12
黄芝琪,1,9.0,0,0,1
郑欣宜,6,7.783333333333332,0,0,6
文峰,1,9.0,0,0,1
贾晓晨,4,7.325,0,0,4
何华超,12,7.949999999999999,0,0,12
陈红,5,8.34,0,0,5
陈燃,5,7.74,0,0,5
张大礼,2,8.5,0,0,2
马维福,1,9.0,0,0,1
谭松韵,5,8.28,0,0,5
张申英,1,9.0,0,0,1
刘谦,2,8.65,0,0,2
罗二羊,1,9.0,0,0,1
国永振,2,7.15,0,0,2
周逵,1,9.0,0,0,1
张亚希,3,6.933333333333334,0,0,3
项燕,1,9.0,0,0,1
许江宁,1,9.0,0,0,1
张惠志,1,9.0,0,0,1
刘星禹,1,9.0,0,0,1
王早来,1,9.0,0,0,1
王玥,2,7.9,0,0,2
孙红雷,24,8.141666666666666,0,0,24
安以轩,10,7.480000000000001,0,0,10
窦文涛,1,9.0,0,0,1
赵宝刚,4,8.0,1,0,3
乐嘉,1,9.0,0,0,1
张馨予,10,7.639999999999999,0,0,10
王希维,2,8.05,0,0,2
奚美娟,10,7.12,0,0,10
姜瑞佳,5,7.76,0,0,5
于新博,1,9.0,0,0,1
成泰燊,20,7.525,0,0,20
吕丽萍,9,7.822222222222221,0,0,9
孙海英,15,7.773333333333332,0,0,15
贺小语,1,9.0,0,0,1
易歆韵,1,9.0,0,0,1
裘慕远,1,9.0,0,0,1
胡馨元,1,9.0,0,0,1
边铁军,1,9.0,0,0,1
李庆,1,9.0,0,0,1
姚丽,1,9.0,0,0,1
陈星旭,1,9.0,0,0,1
夏永康,2,8.8,2,0,0
张学友,6,8.716666666666667,0,0,6
徐熙媛,9,8.333333333333334,0,0,9
付辛博,3,7.133333333333333,0,0,3
刘家辉,7,7.385714285714285,0,0,7
余文乐,23,8.165217391304349,0,0,23
吕燕,3,8.299999999999999,0,0,3
王柏杰,8,8.0,0,0,8
黎明,19,7.973684210526318,1,0,18
李嘉欣,2,8.4,0,0,2
戎祥,6,8.083333333333334,0,0,6
马少骅,2,7.7,0,0,2
刘刚,2,7.75,0,0,2
赵奔,3,7.333333333333333,1,0,2
李麒麟,2,7.75,1,0,1
王鹭,1,9.0,0,0,1
叶伟信,10,8.48,10,0,0
熊黛林,13,8.284615384615385,0,0,13
池内博之,5,8.120000000000001,0,0,5
樊少皇,19,7.9684210526315775,0,0,19
杜宇航,9,7.811111111111109,0,0,9
徐娇,15,7.513333333333334,0,0,15
林子聪,27,7.244444444444445,3,0,24
姚文雪,1,9.0,0,0,1
黄蕾,2,8.3,0,0,2
韩永华,1,9.0,0,0,1
胡倩琳,1,9.0,0,0,1
谢贤,2,8.65,0,0,2
张柏芝,15,8.293333333333333,0,0,15
黄一飞,19,7.0473684210526315,0,0,19
陈国坤,5,8.4,0,0,5
莫美林,2,7.35,1,0,1
林子善,4,7.6,0,0,4
李卉,1,9.0,0,0,1
赵涛,7,8.3,0,0,7
梁嘉艳,1,8.9,0,0,1
李宣,1,8.9,0,0,1
查娜,1,8.9,0,0,1
冯家妹,3,7.466666666666668,0,0,3
康亢,3,7.2,0,0,3
张晓军,1,8.9,0,0,1
柳敏,2,8.4,0,0,2
王谭,1,8.9,0,0,1
原文倩,2,8.850000000000001,0,0,2
唐古特·宝日夫,1,8.9,0,0,1
张傲月,1,8.9,0,0,1
汪汐潮,5,8.16,0,0,5
铁男,4,8.575,0,0,4
李炳雷,3,6.933333333333334,0,0,3
郑爽,5,7.58,0,0,5
巴音,3,7.466666666666666,0,0,3
李尚恩,1,8.9,0,0,1
张承阳,1,8.9,0,0,1
林心如,15,7.866666666666665,0,0,15
叶祖新,1,8.9,0,0,1
赵阳,2,5.9,0,0,2
侯明昊,3,7.699999999999999,0,0,3
任熙青,1,8.9,0,0,1
李炳易,1,8.9,0,0,1
李宏,1,8.9,0,0,1
赵燕国彰,7,7.885714285714286,1,0,6
张嘉佳,1,8.9,1,0,0
陈奕迅,13,8.215384615384616,0,0,13
崔志佳,2,8.4,0,0,2
欧弟,6,7.733333333333333,0,0,6
纳豆,6,7.666666666666667,0,0,6
喜翔,1,8.9,0,0,1
曹可凡,4,7.8999999999999995,0,0,4
吴艺璇,1,8.9,0,0,1
吴樾,20,7.720000000000001,1,0,19
周笔畅,5,7.08,0,0,5
骆应钧,8,8.1125,0,0,8
林文龙,3,8.266666666666667,0,0,3
王茜,2,7.25,0,0,2
刘志宏,2,7.7,0,0,2
韩张,1,8.9,0,0,1
徐昂,2,8.3,1,0,1
何冰,7,8.071428571428571,0,0,7
钱波,3,8.1,0,0,3
赵龙豪,2,8.45,0,0,2
米铁增,1,8.9,0,0,1
高冬平,1,8.9,0,0,1
张永强,1,8.9,0,0,1
王刚,14,6.628571428571428,0,0,14
班赞,2,8.25,0,0,2
刘一辉,1,8.9,0,0,1
雷佳,1,8.9,0,0,1
斯科特·阿金斯,2,7.2,0,0,2
凯文·李,1,8.9,0,0,1
凯尔·夏皮罗,1,8.9,0,0,1
周晓鸥,9,7.422222222222222,0,0,9
房子斌,5,7.0200000000000005,0,0,5
郭广平,1,8.9,0,0,1
茹萍,3,6.7,0,0,3
洪卫,1,8.9,0,0,1
刘腾远,2,8.8,0,0,2
索纳·伊姆贝,1,8.9,0,0,1
塞缪尔·西维尔奇,1,8.9,0,0,1
陈赫,8,7.825,0,0,8
毕夏,1,8.9,0,0,1
张宁江,5,7.62,0,0,5
王啸坤,5,7.9,1,0,4
赵思园,2,7.85,0,0,2
李砚,3,7.433333333333334,0,0,3
杜扬,1,8.9,0,0,1
周浩东,7,6.457142857142857,0,0,7
孙德元,2,7.95,0,0,2
凯伦·阿姆斯特朗,1,8.9,0,0,1
约翰·布埃诺,1,8.9,0,0,1
大卫·肯尼斯·沃恩,1,8.9,0,0,1
迈克尔·J·吉拉普,1,8.9,0,0,1
奈津子,1,8.9,0,0,1
赵泽文,2,8.25,0,0,2
冯千卉,1,8.9,0,0,1
陈一榕,2,8.3,0,0,2
非行,3,8.333333333333334,3,0,0
周韦彤,10,7.400000000000001,0,0,10
廖晓琴,2,7.4,0,0,2
丁子烁,1,8.9,0,0,1
田中千绘,4,7.85,0,0,4
大冢匡将,5,7.720000000000001,0,0,5
艾德里安·布洛迪,2,8.7,0,0,2
蒂姆·罗宾斯,1,8.9,0,0,1
柯蓝,2,8.55,0,0,2
李倩,2,8.45,0,0,2
费翔,1,8.9,0,0,1
陈廷嘉,4,6.999999999999999,0,0,4
李连杰,12,8.341666666666667,1,0,11
范晓萱,4,8.475000000000001,0,0,4
薛剑,1,8.9,0,0,1
韩飞行,1,8.9,0,0,1
李炳渊,7,6.628571428571428,1,0,6
庄杰,1,8.9,0,0,1
吴迪,2,8.600000000000001,0,0,2
李军如,1,8.9,0,0,1
李思博,2,7.75,0,0,2
翟钢,1,8.9,0,0,1
吕德亮,2,8.1,0,0,2
戴明,2,7.7,0,0,2
周大庆,1,8.9,0,0,1
安琪儿,1,8.9,0,0,1
高杰,2,7.25,0,0,2
钢特木尔,1,8.9,0,0,1
张秋风,1,8.9,0,0,1
白斯古楞,1,8.9,0,0,1
叶璇,8,8.1,0,0,8
江毅,1,8.9,0,0,1
焦姣,1,8.9,0,0,1
郭锋,2,8.8,0,0,2
林迪安,1,8.9,0,0,1
邹凯光,2,8.600000000000001,1,0,1
钟均呈,1,8.9,0,0,1
李亚鹏,2,7.85,0,0,2
何洁,4,7.875000000000001,0,0,4
崔达治,1,8.9,0,0,1
陈明,3,7.3999999999999995,0,0,3
冯瓅,6,8.183333333333334,0,0,6
王芸,1,8.9,0,0,1
泰迪·罗宾,2,8.4,0,0,2
马今,1,8.9,0,0,1
秦焰,3,6.733333333333333,0,0,3
赵家林,1,8.9,0,0,1
蒋燕鸣,1,8.9,0,0,1
黄永刚,2,7.6,0,0,2
符荷晴,1,8.9,0,0,1
徐楠,1,8.9,0,0,1
柴进,1,8.9,0,0,1
黄立行,4,8.55,0,0,4
吴佩慈,8,8.0875,0,0,8
李艾,5,7.88,0,0,5
王菁锳,1,8.9,0,0,1
罗异,1,8.9,0,0,1
陈伟霆,7,8.128571428571428,0,0,7
王柠,3,7.666666666666667,0,0,3
颜北,2,8.850000000000001,0,0,2
董琳达,1,8.9,0,0,1
胡宝安,1,8.9,0,0,1
王杰,2,7.9,0,0,2
叶山豪,5,7.659999999999999,0,0,5
蒋怡,3,7.966666666666666,0,0,3
刘伟强,16,8.431249999999999,10,0,6
陈慧琳,7,8.228571428571428,0,0,7
黄秋生,27,8.059259259259258,0,0,27
杜汶泽,17,8.217647058823529,0,0,17
郑秀文,11,8.19090909090909,0,0,11
尹扬明,5,8.42,0,0,5
刘蓓,8,7.95,0,0,8
李滨,14,7.992857142857142,0,0,14
叶京,1,8.9,0,0,1
刘震云,2,8.65,0,0,2
王小柱,2,8.5,0,0,2
张秋芳,2,8.65,0,0,2
孟赫,1,8.9,0,0,1
马永玲,1,8.9,0,0,1
孙桂田,5,7.06,0,0,5
李伟健,4,6.7749999999999995,0,0,4
张艾嘉,7,8.542857142857143,1,0,6
罗飞扬,2,8.7,0,0,2
段钧豪,3,7.366666666666667,0,0,3
谢理循,2,8.7,0,0,2
齐溪,10,7.93,0,0,10
明道,7,7.757142857142857,0,0,7
龙泽治,1,8.8,0,0,1
吕乐,5,7.960000000000001,5,0,0
陶昕然,1,8.8,0,0,1
齐欢,2,8.350000000000001,0,0,2
落落,2,8.600000000000001,2,0,0
赵英博,1,8.8,0,0,1
任敏,2,7.45,0,0,2
朱丹妮,1,8.8,0,0,1
文晏,2,6.5,2,0,0
周美君,1,8.8,0,0,1
史可,4,7.250000000000001,0,0,4
彭静,3,6.400000000000001,0,0,3
蒋欣悦,1,8.8,0,0,1
陈竹昇,2,8.65,0,0,2
赵小丁,1,8.8,1,0,0
安东尼·拉默里纳拉,1,8.8,1,0,0
刘亦菲,16,8.13125,0,0,16
罗晋,3,6.866666666666667,0,0,3
严屹宽,6,8.15,0,0,6
顾璇,4,7.7749999999999995,0,0,4
陈佩斯,10,7.57,0,0,10
彭子苏,1,8.8,0,0,1
张贺茗,1,8.8,0,0,1
王羽铮,2,8.55,0,0,2
塔拉,1,8.8,0,0,1
王冉,1,8.8,1,0,0
徐璐,2,7.800000000000001,0,0,2
刘泳希,2,8.25,0,0,2
鲁照华,1,8.8,0,0,1
韩忠羽,1,8.8,0,0,1
李诺,1,8.8,0,0,1
骆明劼,2,8.45,0,0,2
乐思宏,1,8.8,0,0,1
崔可法,2,7.25,0,0,2
陆建艺,2,7.3500000000000005,0,0,2
汤甄,1,8.8,0,0,1
段博文,10,7.68,0,0,10
孙磊,3,7.166666666666667,0,0,3
施宁,2,8.45,0,0,2
王云辉,1,8.8,0,0,1
张岳,1,8.8,0,0,1
岱江,1,8.8,0,0,1
董明,1,8.8,0,0,1
邰勇峰,1,8.8,0,0,1
李诗译,1,8.8,0,0,1
杨晶,1,8.8,0,0,1
马东延,5,7.12,0,0,5
程佳光,1,8.8,0,0,1
吴暇,2,8.350000000000001,0,0,2
傅小源,2,8.350000000000001,0,0,2
付立加,1,8.8,0,0,1
岳冰,1,8.8,0,0,1
林子琛,1,8.8,0,0,1
贺之怡,1,8.8,0,0,1
王欣花,1,8.8,0,0,1
李昌元,4,8.35,0,0,4
杨佐玖,1,8.8,0,0,1
李胜荣,1,8.8,0,0,1
闫晓林,1,8.8,0,0,1
文伟鸿,1,8.8,1,0,0
张家辉,21,8.30952380952381,1,0,20
佘诗曼,6,8.100000000000001,0,0,6
黄致豪,1,8.8,0,0,1
朱璇,5,7.6,0,0,5
梁琤,1,8.8,0,0,1
张博宇,2,8.75,0,0,2
涂圣成,3,6.133333333333334,0,0,3
敖嘉年,3,8.6,0,0,3
刘蔚森,2,7.7,0,0,2
吴天明,4,7.4750000000000005,3,0,1
陶泽如,9,7.866666666666666,0,0,9
嵇波,3,7.933333333333334,0,0,3
郑伟,4,7.324999999999999,0,0,4
迟蓬,2,7.5,0,0,2
袁中方,1,8.8,0,0,1
墨阳,3,7.8,0,0,3
张喜前,1,8.8,0,0,1
谭群,1,8.8,0,0,1
王长玲,1,8.8,0,0,1
周天羽,1,8.8,0,0,1
张双成,1,8.8,0,0,1
迈克·安吉洛,3,8.4,0,0,3
乔任梁,13,7.807692307692308,0,0,13
刘浩,7,6.542857142857143,3,0,4
葛布,3,7.266666666666666,0,0,3
梁景东,4,8.125,0,0,4
梁永浩,1,8.8,0,0,1
陆川,5,8.68,4,0,1
唐嫣,12,7.733333333333333,0,0,12
侯孝贤,2,8.7,1,0,1
谢欣颖,3,8.533333333333333,0,0,3
雷镇语,2,8.5,0,0,2
许芳宜,1,8.8,0,0,1
毕安生,1,8.8,0,0,1
石隽,1,8.8,0,0,1
梅芳,1,8.8,0,0,1
吴建豪,7,7.971428571428571,0,0,7
董琦,4,7.575000000000001,0,0,4
陈虎,4,7.45,0,0,4
房祖名,15,7.879999999999999,0,0,15
陈都灵,5,7.9,0,0,5
胡夏,4,7.65,0,0,4
谢娜,14,7.757142857142858,0,0,14
樊玲,2,7.7,0,0,2
让-雅克·阿诺,1,8.8,1,0,0
昂哈妮玛,1,8.8,0,0,1
巴森,3,8.733333333333334,0,0,3
尹铸胜,3,8.166666666666668,0,0,3
彭浩翔,2,8.600000000000001,2,0,0
隋棠,1,8.8,0,0,1
康晋荣,2,8.25,0,0,2
李贤宰,5,7.44,0,0,5
锦荣,8,7.5375,0,0,8
任言恺,3,7.466666666666666,0,0,3
班嘉佳,5,6.88,0,0,5
李相烨,1,8.8,0,0,1
关喆,2,8.3,0,0,2
毛俊杰,8,7.75,0,0,8
麦迪娜,1,8.8,0,0,1
林国斌,3,8.4,0,0,3
吴岱融,5,8.18,0,0,5
宝儿,3,7.233333333333333,0,0,3
罗钧满,1,8.8,0,0,1
金汎,3,7.800000000000001,0,0,3
胡东,1,8.8,0,0,1
马京京,4,8.125,0,0,4
林朝绪,2,8.600000000000001,0,0,2
言杰,1,8.8,0,0,1
陈国义,1,8.8,0,0,1
赖迦童,2,8.2,0,0,2
张山,3,7.466666666666666,0,0,3
杨菲洋,7,6.585714285714286,0,0,7
杜琪峰,9,8.322222222222223,9,0,0
王紫逸,13,7.946153846153847,0,0,13
黄文慧,6,7.866666666666667,0,0,6
高以翔,6,7.933333333333333,0,0,6
武田铁矢,1,8.8,0,0,1
甘婷婷,2,8.15,0,0,2
程媛媛,6,7.083333333333333,0,0,6
山崎敬一,3,6.966666666666666,0,0,3
傅亨,6,7.316666666666666,0,0,6
王文,4,6.7,1,0,3
李玉,5,8.46,5,0,0
肥龙,5,6.94,0,0,5
金晶,2,7.65,0,0,2
鲍振江,3,7.333333333333333,0,0,3
沈文,1,8.8,0,0,1
袁泽,1,8.8,0,0,1
陈宇,3,8.0,2,0,1
史敏芳,1,8.8,0,0,1
王国裕,1,8.8,0,0,1
丁娟,1,8.8,0,0,1
黄公望,1,8.8,0,0,1
李斯丹妮,6,6.95,0,0,6
谢添,2,8.4,0,0,2
李惠娟,1,8.8,0,0,1
向雪,1,8.8,0,0,1
黄鹰,1,8.8,0,0,1
吴小蓉,1,8.8,0,0,1
朱平康,1,8.8,0,0,1
衡文萱,1,8.8,0,0,1
王婷,7,6.971428571428571,0,0,7
胡攀科,1,8.8,0,0,1
关越,1,8.8,0,0,1
印一唯,1,8.8,0,0,1
刘文广,1,8.8,0,0,1
尚敬,2,8.5,2,0,0
肖剑,7,7.471428571428571,0,0,7
午马,24,7.3374999999999995,2,0,22
达伦·萨赫拉维,1,8.8,0,0,1
释小龙,4,7.9,0,0,4
郑家星,3,8.433333333333332,0,0,3
陆梅芳,1,8.8,0,0,1
金依萌,3,7.766666666666666,3,0,0
何润东,16,7.737500000000001,0,0,16
苏志燮,1,8.8,0,0,1
王姬,13,6.9692307692307685,0,0,13
吴宇森,4,8.5,4,0,0
中村狮童,2,8.7,0,0,2
臧金生,3,8.533333333333333,0,0,3
侯勇,16,6.99375,0,0,16
汤嬿,5,7.5,0,0,5
任泉,7,7.4142857142857155,0,0,7
袁洪涛,1,8.8,0,0,1
孔维,8,7.225,0,0,8
崔健,4,8.05,1,0,3
李加民,1,8.8,0,0,1
周杰伦,7,8.557142857142855,1,0,6
秦俊杰,2,7.45,0,0,2
郭常辉,1,8.8,0,0,1
李鸣,2,8.55,0,0,2
张东健,2,8.600000000000001,0,0,2
真田广之,1,8.8,0,0,1
于小伟,8,7.550000000000001,0,0,8
赵良骏,2,8.350000000000001,2,0,0
池珍熙,3,8.1,0,0,3
薛之谦,5,6.7,0,0,5
陈铜民,1,8.8,0,0,1
玛丽卡·沙拉瓦特,1,8.8,0,0,1
孙周,10,8.040000000000001,8,0,2
谭耀文,22,7.731818181818181,0,0,22
伍仕贤,3,8.533333333333333,2,0,1
高旗,1,8.8,0,0,1
吴超,5,7.44,0,0,5
涂松岩,4,8.25,0,0,4
李丽虹,2,8.25,0,0,2
陈羽凡,7,7.528571428571427,0,0,7
葛存壮,4,7.7,0,0,4
张正阳,4,6.525,0,0,4
奇道,2,7.65,0,0,2
赵雪莹,1,8.8,0,0,1
马占林,1,8.8,0,0,1
赵一穗,1,8.8,0,0,1
王菲,5,7.840000000000001,0,0,5
木村拓哉,1,8.8,0,0,1
萧炳林,1,8.8,0,0,1
张睿羚,2,8.5,0,0,2
马伟豪,8,7.8375,8,0,0
黄伟文,1,8.8,0,0,1
张锦程,5,8.24,0,0,5
黄浩然,6,8.033333333333333,0,0,6
毛坚,2,7.6000000000000005,1,0,1
关锦鹏,3,8.266666666666667,3,0,0
苏瑾,5,6.960000000000001,0,0,5
李华彤,2,8.0,1,0,1
卢芳,1,8.8,0,0,1
张永宁,1,8.8,0,0,1
李爽,2,8.7,0,0,2
张少华,7,7.628571428571428,0,0,7
赵敏芬,1,8.8,0,0,1
杨紫,10,7.260000000000001,1,0,9
张哲瀚,2,7.949999999999999,0,0,2
许文广,2,7.8,0,0,2
王小帅,10,7.829999999999998,9,0,1
徐程,3,7.133333333333333,1,0,2
白雪,3,7.766666666666667,1,0,2
汤加文,2,7.35,0,0,2
江美仪,2,8.5,0,0,2
五百,2,8.3,2,0,0
韩烨洲,1,8.7,0,0,1
盖玥希,5,7.5200000000000005,0,0,5
景岗山,7,7.428571428571429,0,0,7
寇占文,2,8.7,0,0,2
邢瀚卿,3,7.333333333333333,0,0,3
李蓓蕾,1,8.7,0,0,1
万沛鑫,1,8.7,0,0,1
张皓然,5,6.959999999999999,0,0,5
谢孟伟,4,7.2,0,0,4
姜寒,5,7.159999999999999,0,0,5
肖涵,1,8.7,0,0,1
黎宇航,1,8.7,0,0,1
成方旭,1,8.7,0,0,1
任鹏远,2,7.8999999999999995,2,0,0
赵达,3,8.1,0,0,3
鲍晓,1,8.7,0,0,1
谭维维,9,7.033333333333333,0,0,9
马嘉祺,1,8.7,0,0,1
张艺瀚,2,8.5,0,0,2
托尼·贾,3,8.533333333333333,0,0,3
克里斯·柯林斯,2,8.3,0,0,2
郑雪儿,1,8.7,0,0,1
蔡洁,7,7.6000000000000005,0,0,7
陈汉娜,1,8.7,0,0,1
索姆波布·本贾蒂库尔,1,8.7,0,0,1
斯拉潘·瓦塔纳金达,1,8.7,0,0,1
索努·苏德,1,8.7,0,0,1
母其弥雅,4,7.625,0,0,4
迪莎·帕塔尼,1,8.7,0,0,1
艾米拉·达斯特,1,8.7,0,0,1
姜雯,3,7.8,0,0,3
张鹭,2,8.7,0,0,2
恭硕良,5,8.36,0,0,5
林嘉华,4,8.45,0,0,4
蔡瀚亿,7,8.014285714285714,0,0,7
艾威,3,7.8,0,0,3
张驰,3,6.933333333333334,0,0,3
袁嘉敏,2,7.75,0,0,2
杨文军,1,8.7,1,0,0
黄斌,1,8.7,1,0,0
华少,10,6.82,0,0,10
沈泰,1,8.7,0,0,1
沈婷婷,2,7.8,0,0,2
赵一维,1,8.7,0,0,1
雷恪生,10,7.779999999999999,0,0,10
张敏,7,7.585714285714287,5,0,2
王诗龄,5,8.18,0,0,5
童菲,8,7.95,0,0,8
陈百祥,5,7.640000000000001,0,0,5
孟瑶,6,7.783333333333332,0,0,6
戈登·亚历山大,1,8.7,0,0,1
丛珊,7,7.728571428571429,0,0,7
张超,9,7.655555555555556,0,0,9
热依扎,7,7.6571428571428575,0,0,7
蔡书雅,1,8.7,0,0,1
王丽媛,2,7.85,0,0,2
汪俊,1,8.7,0,0,1
陈月末,2,7.699999999999999,0,0,2
杨雪,2,7.75,0,0,2
张博,7,6.942857142857142,2,0,5
钟少雄,6,8.049999999999999,6,0,0
吴辰君,10,7.57,0,0,10
沈震轩,1,8.7,0,0,1
黄真真,6,8.25,6,0,0
张孝全,10,8.08,0,0,10
范玮琪,2,7.1,0,0,2
安心亚,1,8.7,0,0,1
伍思凯,1,8.7,0,0,1
林暐恒,3,8.633333333333333,0,0,3
谢君豪,12,7.133333333333334,0,0,12
戴君竹,2,7.85,0,0,2
李馨巧,3,8.433333333333334,0,0,3
李菲儿,7,7.414285714285714,0,0,7
刘畊宏,6,7.583333333333333,0,0,6
柯有伦,4,6.949999999999999,0,0,4
李心艾,3,8.266666666666666,0,0,3
钟镇涛,7,7.814285714285715,0,0,7
唐从圣,2,7.8,0,0,2
傅艺伟,3,7.466666666666666,0,0,3
宋健彰,1,8.7,0,0,1
黄俊郎,1,8.7,0,0,1
邱凯伟,1,8.7,0,0,1
黄怀晨,1,8.7,0,0,1
王子鸣,2,7.1499999999999995,2,0,0
冯德伦,12,8.175,3,0,9
邹兆龙,15,7.846666666666667,0,0,15
郑嘉颖,4,7.449999999999999,0,0,4
谢天华,10,7.929999999999998,0,0,10
张梓琳,7,8.014285714285714,0,0,7
邓丽欣,9,7.911111111111111,0,0,9
田亮,10,7.540000000000001,0,0,10
方力申,21,7.504761904761903,0,0,21
梁家仁,13,6.807692307692307,1,0,12
何超仪,6,7.866666666666666,0,0,6
吴基焕,1,8.7,1,0,0
蒋劲夫,3,8.633333333333333,0,0,3
王竞,6,7.5,6,0,0
颜丙燕,9,7.01111111111111,0,0,9
陈刚,5,6.5600000000000005,1,0,4
