person1,person2,cooperation_count,avg_rating,movies,movies_count
刘婧荦,王川,3,8.233333333333333,"[{'movie_id': 556, 'movie_name': '魁拔之十万火急', 'rating': 8.3, 'year': 0}, {'movie_id': 619, 'movie_name': '魁拔Ⅲ战神崛起', 'rating': 8.2, 'year': 0}, {'movie_id': 625, 'movie_name': '魁拔之大战元泱界', 'rating': 8.2, 'year': 0}]",3
陈思诚,刘昊然,3,7.099999999999999,"[{'movie_id': 310, 'movie_name': '北京爱情故事', 'rating': 8.7, 'year': 0}, {'movie_id': 140, 'movie_name': '唐人街探案2', 'rating': 6.6, 'year': 0}, {'movie_id': 30, 'movie_name': '解密', 'rating': 6.0, 'year': 0}]",3
郭富城,郑保瑞,3,8.133333333333333,"[{'movie_id': 343, 'movie_name': '西游记女儿国', 'rating': 8.6, 'year': 0}, {'movie_id': 365, 'movie_name': '西游记之大闹天宫', 'rating': 8.6, 'year': 0}, {'movie_id': 23, 'movie_name': '九龙城寨之围城', 'rating': 7.2, 'year': 0}]",3
张琳,黄伟明,3,6.8999999999999995,"[{'movie_id': 1421, 'movie_name': '喜羊羊与灰太狼之羊年喜羊羊', 'rating': 7.2, 'year': 0}, {'movie_id': 1728, 'movie_name': '开心超人2：启源星之战', 'rating': 6.8, 'year': 0}, {'movie_id': 87, 'movie_name': '喜羊羊与灰太狼之筐出未来', 'rating': 6.7, 'year': 0}]",3
李九霄,刘畅,3,7.366666666666667,"[{'movie_id': 1226, 'movie_name': '独家记忆番外之相信爱', 'rating': 7.4, 'year': 0}, {'movie_id': 1227, 'movie_name': '独家记忆番外之勇敢爱', 'rating': 7.4, 'year': 0}, {'movie_id': 1312, 'movie_name': '独家记忆番外之再见爱', 'rating': 7.3, 'year': 0}]",3
刘小宁,高峰,3,6.566666666666666,"[{'movie_id': 1444, 'movie_name': '骆驼客', 'rating': 7.2, 'year': 0}, {'movie_id': 1633, 'movie_name': '冯梦龙传奇', 'rating': 6.9, 'year': 0}, {'movie_id': 2467, 'movie_name': '风雪狼道', 'rating': 5.6, 'year': 0}]",3
陈苏,何澄,3,7.2,"[{'movie_id': 1233, 'movie_name': '新大头儿子和小头爸爸3：俄罗斯奇遇记', 'rating': 7.4, 'year': 0}, {'movie_id': 1402, 'movie_name': '新大头儿子和小头爸爸2一日成才', 'rating': 7.2, 'year': 0}, {'movie_id': 1585, 'movie_name': '新大头儿子和小头爸爸之秘密计划', 'rating': 7.0, 'year': 0}]",3
梁朝伟,王家卫,3,8.9,"[{'movie_id': 169, 'movie_name': '一代宗师', 'rating': 9.2, 'year': 0}, {'movie_id': 291, 'movie_name': 2046, 'rating': 8.8, 'year': 0}, {'movie_id': 328, 'movie_name': '东邪西毒：终极版', 'rating': 8.7, 'year': 0}]",3
佟大为,吴宇森,3,8.633333333333333,"[{'movie_id': 282, 'movie_name': '赤壁(上)', 'rating': 8.8, 'year': 0}, {'movie_id': 388, 'movie_name': '赤壁(下)', 'rating': 8.6, 'year': 0}, {'movie_id': 423, 'movie_name': '太平轮(上)', 'rating': 8.5, 'year': 0}]",3
陈力,孙维民,3,6.0,"[{'movie_id': 1185, 'movie_name': '周恩来的四个昼夜', 'rating': 7.5, 'year': 0}, {'movie_id': 2513, 'movie_name': '爱在廊桥', 'rating': 5.4, 'year': 0}, {'movie_id': 2574, 'movie_name': '谁主沉浮', 'rating': 5.1, 'year': 0}]",3
回宇,阳蕾,3,4.833333333333333,"[{'movie_id': 1956, 'movie_name': '魔游纪1：盘古之心', 'rating': 6.5, 'year': 0}, {'movie_id': 2544, 'movie_name': '魔游纪2：异乡奇遇', 'rating': 5.2, 'year': 0}, {'movie_id': 2800, 'movie_name': '魔游纪5：宿命之争', 'rating': 2.8, 'year': 0}]",3
回宇,李彩瑞,3,4.833333333333333,"[{'movie_id': 1956, 'movie_name': '魔游纪1：盘古之心', 'rating': 6.5, 'year': 0}, {'movie_id': 2544, 'movie_name': '魔游纪2：异乡奇遇', 'rating': 5.2, 'year': 0}, {'movie_id': 2800, 'movie_name': '魔游纪5：宿命之争', 'rating': 2.8, 'year': 0}]",3
章子怡,张艺谋,3,7.533333333333334,"[{'movie_id': 452, 'movie_name': '我的父亲母亲', 'rating': 8.5, 'year': 0}, {'movie_id': 249, 'movie_name': '英雄', 'rating': 7.7, 'year': 0}, {'movie_id': 334, 'movie_name': '十面埋伏', 'rating': 6.4, 'year': 0}]",3
刘杰,董子健,3,7.733333333333333,"[{'movie_id': 367, 'movie_name': '青春派', 'rating': 8.6, 'year': 0}, {'movie_id': 602, 'movie_name': '捉迷藏', 'rating': 8.2, 'year': 0}, {'movie_id': 2051, 'movie_name': '德兰', 'rating': 6.4, 'year': 0}]",3
计春华,张鑫炎,3,7.433333333333334,"[{'movie_id': 588, 'movie_name': '少林寺', 'rating': 8.3, 'year': 0}, {'movie_id': 1217, 'movie_name': '黄河大侠', 'rating': 7.5, 'year': 0}, {'movie_id': 2016, 'movie_name': '武林圣斗士', 'rating': 6.5, 'year': 0}]",3
陶冰蓝,潘礼平,3,6.0,"[{'movie_id': 1159, 'movie_name': '小戏骨：放开那三国', 'rating': 7.5, 'year': 0}, {'movie_id': 2337, 'movie_name': '小戏骨：白毛女', 'rating': 5.9, 'year': 0}, {'movie_id': 2647, 'movie_name': '小戏骨：西游记之红孩儿', 'rating': 4.6, 'year': 0}]",3
黄渤,管虎,3,8.733333333333333,"[{'movie_id': 237, 'movie_name': '厨子戏子痞子', 'rating': 8.9, 'year': 0}, {'movie_id': 318, 'movie_name': '杀生', 'rating': 8.7, 'year': 0}, {'movie_id': 387, 'movie_name': '斗牛', 'rating': 8.6, 'year': 0}]",3
刘炜,李晔,3,6.3999999999999995,"[{'movie_id': 1475, 'movie_name': '阿凡提之奇缘历险', 'rating': 7.1, 'year': 0}, {'movie_id': 2175, 'movie_name': '三只小猪2', 'rating': 6.2, 'year': 0}, {'movie_id': 2344, 'movie_name': '三只小猪与神灯', 'rating': 5.9, 'year': 0}]",3
谭满堂,何子力,3,6.366666666666667,"[{'movie_id': 1741, 'movie_name': '潜艇总动员3：彩虹宝藏', 'rating': 6.8, 'year': 0}, {'movie_id': 1985, 'movie_name': '潜艇总动员4：章鱼奇遇记', 'rating': 6.5, 'year': 0}, {'movie_id': 2385, 'movie_name': '潜艇总动员5：时光宝盒', 'rating': 5.8, 'year': 0}]",3
吴孟达,朱延平,3,8.166666666666666,"[{'movie_id': 392, 'movie_name': '大灌篮', 'rating': 8.6, 'year': 0}, {'movie_id': 808, 'movie_name': '一石二鸟', 'rating': 8.0, 'year': 0}, {'movie_id': 823, 'movie_name': '新乌龙院之笑闹江湖', 'rating': 7.9, 'year': 0}]",3
阮世生,吴嘉龙,3,7.766666666666667,"[{'movie_id': 848, 'movie_name': '巴黎假期', 'rating': 7.9, 'year': 0}, {'movie_id': 1038, 'movie_name': '财神到', 'rating': 7.7, 'year': 0}, {'movie_id': 1049, 'movie_name': '天行者', 'rating': 7.7, 'year': 0}]",3
邱礼涛,黄奕,3,6.866666666666667,"[{'movie_id': 788, 'movie_name': '叶问前传', 'rating': 8.0, 'year': 0}, {'movie_id': 1365, 'movie_name': '竞雄女侠秋瑾', 'rating': 7.3, 'year': 0}, {'movie_id': 66, 'movie_name': '猎金·游戏', 'rating': 5.3, 'year': 0}]",3
邱礼涛,林家栋,3,8.066666666666666,"[{'movie_id': 341, 'movie_name': '扫毒2天地对决', 'rating': 8.6, 'year': 0}, {'movie_id': 852, 'movie_name': '神探驾到', 'rating': 7.9, 'year': 0}, {'movie_id': 993, 'movie_name': '常在你左右', 'rating': 7.7, 'year': 0}]",3
萧锋,程皓枫,3,5.933333333333334,"[{'movie_id': 2003, 'movie_name': '大国手之天下无敌', 'rating': 6.5, 'year': 0}, {'movie_id': 2211, 'movie_name': '大国手之秦淮风月', 'rating': 6.2, 'year': 0}, {'movie_id': 2573, 'movie_name': '铁流1949', 'rating': 5.1, 'year': 0}]",3
萧锋,章贺,3,6.3,"[{'movie_id': 2003, 'movie_name': '大国手之天下无敌', 'rating': 6.5, 'year': 0}, {'movie_id': 2211, 'movie_name': '大国手之秦淮风月', 'rating': 6.2, 'year': 0}, {'movie_id': 2212, 'movie_name': '大国手之首席棋待诏', 'rating': 6.2, 'year': 0}]",3
付赫安琪,刘轩狄,3,6.766666666666667,"[{'movie_id': 1481, 'movie_name': '伏妖白鱼镇', 'rating': 7.1, 'year': 0}, {'movie_id': 1779, 'movie_name': '东海龙棺', 'rating': 6.7, 'year': 0}, {'movie_id': 1929, 'movie_name': '伏妖白鱼镇2', 'rating': 6.5, 'year': 0}]",3
张艺谋,葛优,3,7.766666666666667,"[{'movie_id': 158, 'movie_name': '活着', 'rating': 9.3, 'year': 0}, {'movie_id': 401, 'movie_name': '有话好好说', 'rating': 8.6, 'year': 0}, {'movie_id': 1308, 'movie_name': '代号美洲豹', 'rating': 5.4, 'year': 0}]",3
张艺谋,赵本山,3,6.8999999999999995,"[{'movie_id': 401, 'movie_name': '有话好好说', 'rating': 8.6, 'year': 0}, {'movie_id': 904, 'movie_name': '幸福时光', 'rating': 7.3, 'year': 0}, {'movie_id': 441, 'movie_name': '三枪拍案惊奇', 'rating': 4.8, 'year': 0}]",3
张艺谋,孙红雷,3,6.866666666666667,"[{'movie_id': 452, 'movie_name': '我的父亲母亲', 'rating': 8.5, 'year': 0}, {'movie_id': 904, 'movie_name': '幸福时光', 'rating': 7.3, 'year': 0}, {'movie_id': 441, 'movie_name': '三枪拍案惊奇', 'rating': 4.8, 'year': 0}]",3
谢元真,何子力,3,6.366666666666667,"[{'movie_id': 1741, 'movie_name': '潜艇总动员3：彩虹宝藏', 'rating': 6.8, 'year': 0}, {'movie_id': 1985, 'movie_name': '潜艇总动员4：章鱼奇遇记', 'rating': 6.5, 'year': 0}, {'movie_id': 2385, 'movie_name': '潜艇总动员5：时光宝盒', 'rating': 5.8, 'year': 0}]",3
马伟豪,许绍雄,3,8.033333333333333,"[{'movie_id': 292, 'movie_name': '河东狮吼', 'rating': 8.8, 'year': 0}, {'movie_id': 692, 'movie_name': '河东狮吼2', 'rating': 8.1, 'year': 0}, {'movie_id': 1464, 'movie_name': '追击8月15', 'rating': 7.2, 'year': 0}]",3
贾樟柯,韩三明,3,8.266666666666667,"[{'movie_id': 449, 'movie_name': '三峡好人', 'rating': 8.5, 'year': 0}, {'movie_id': 580, 'movie_name': '站台', 'rating': 8.3, 'year': 0}, {'movie_id': 806, 'movie_name': '世界', 'rating': 8.0, 'year': 0}]",3
古天乐,陈木胜,3,8.866666666666667,"[{'movie_id': 192, 'movie_name': '宝贝计划', 'rating': 9.1, 'year': 0}, {'movie_id': 271, 'movie_name': '扫毒', 'rating': 8.8, 'year': 0}, {'movie_id': 329, 'movie_name': '保持通话', 'rating': 8.7, 'year': 0}]",3
古天乐,陈庆嘉,3,8.233333333333333,"[{'movie_id': 487, 'movie_name': '最强囍事', 'rating': 8.4, 'year': 0}, {'movie_id': 657, 'movie_name': '恋上你的床', 'rating': 8.2, 'year': 0}, {'movie_id': 696, 'movie_name': '八星抱喜', 'rating': 8.1, 'year': 0}]",3
姜潮,郭敬明,3,4.966666666666666,"[{'movie_id': 273, 'movie_name': '小时代2：青木时代', 'rating': 5.1, 'year': 0}, {'movie_id': 189, 'movie_name': '小时代', 'rating': 5.0, 'year': 0}, {'movie_id': 269, 'movie_name': '小时代3：刺金时代', 'rating': 4.8, 'year': 0}]",3
邬逸聪,冯小刚,3,6.433333333333334,"[{'movie_id': 191, 'movie_name': '非诚勿扰', 'rating': 7.3, 'year': 0}, {'movie_id': 216, 'movie_name': '非诚勿扰2', 'rating': 6.6, 'year': 0}, {'movie_id': 78, 'movie_name': '非诚勿扰3', 'rating': 5.4, 'year': 0}]",3
林永长,谭笑,3,7.3,"[{'movie_id': 1098, 'movie_name': '熊出没之熊心归来', 'rating': 7.6, 'year': 0}, {'movie_id': 114, 'movie_name': '熊出没·伴我“熊芯”', 'rating': 7.2, 'year': 0}, {'movie_id': 96, 'movie_name': '熊出没·重启未来', 'rating': 7.1, 'year': 0}]",3
林永长,张秉君,3,7.3,"[{'movie_id': 1098, 'movie_name': '熊出没之熊心归来', 'rating': 7.6, 'year': 0}, {'movie_id': 114, 'movie_name': '熊出没·伴我“熊芯”', 'rating': 7.2, 'year': 0}, {'movie_id': 96, 'movie_name': '熊出没·重启未来', 'rating': 7.1, 'year': 0}]",3
林永长,张伟,3,7.3,"[{'movie_id': 1098, 'movie_name': '熊出没之熊心归来', 'rating': 7.6, 'year': 0}, {'movie_id': 114, 'movie_name': '熊出没·伴我“熊芯”', 'rating': 7.2, 'year': 0}, {'movie_id': 96, 'movie_name': '熊出没·重启未来', 'rating': 7.1, 'year': 0}]",3
吴宗宪,朱延平,3,8.366666666666667,"[{'movie_id': 392, 'movie_name': '大灌篮', 'rating': 8.6, 'year': 0}, {'movie_id': 440, 'movie_name': '大笑江湖', 'rating': 8.5, 'year': 0}, {'movie_id': 808, 'movie_name': '一石二鸟', 'rating': 8.0, 'year': 0}]",3
李遥波,潘子剑,3,6.466666666666666,"[{'movie_id': 1569, 'movie_name': '男狐聊斋', 'rating': 7.0, 'year': 0}, {'movie_id': 2037, 'movie_name': '总裁在上1：初见初念', 'rating': 6.4, 'year': 0}, {'movie_id': 2285, 'movie_name': '男狐聊斋2兰若寺', 'rating': 6.0, 'year': 0}]",3
叶伟信,樊少皇,3,8.799999999999999,"[{'movie_id': 221, 'movie_name': '叶问', 'rating': 9.0, 'year': 0}, {'movie_id': 280, 'movie_name': '叶问2：宗师传奇', 'rating': 8.8, 'year': 0}, {'movie_id': 379, 'movie_name': '倩女幽魂', 'rating': 8.6, 'year': 0}]",3
刘德华,刘伟强,3,8.566666666666666,"[{'movie_id': 248, 'movie_name': '无间道3：终极无间', 'rating': 8.9, 'year': 0}, {'movie_id': 357, 'movie_name': '澳门风云3', 'rating': 8.6, 'year': 0}, {'movie_id': 662, 'movie_name': '决战紫禁之巅', 'rating': 8.2, 'year': 0}]",3
张超,刘畅,3,7.366666666666667,"[{'movie_id': 1226, 'movie_name': '独家记忆番外之相信爱', 'rating': 7.4, 'year': 0}, {'movie_id': 1227, 'movie_name': '独家记忆番外之勇敢爱', 'rating': 7.4, 'year': 0}, {'movie_id': 1312, 'movie_name': '独家记忆番外之再见爱', 'rating': 7.3, 'year': 0}]",3
李婷婷,刘畅,3,7.366666666666667,"[{'movie_id': 1226, 'movie_name': '独家记忆番外之相信爱', 'rating': 7.4, 'year': 0}, {'movie_id': 1227, 'movie_name': '独家记忆番外之勇敢爱', 'rating': 7.4, 'year': 0}, {'movie_id': 1312, 'movie_name': '独家记忆番外之再见爱', 'rating': 7.3, 'year': 0}]",3
柯震东,郭敬明,3,4.966666666666666,"[{'movie_id': 273, 'movie_name': '小时代2：青木时代', 'rating': 5.1, 'year': 0}, {'movie_id': 189, 'movie_name': '小时代', 'rating': 5.0, 'year': 0}, {'movie_id': 269, 'movie_name': '小时代3：刺金时代', 'rating': 4.8, 'year': 0}]",3
彭大魔,沈腾,3,8.666666666666666,"[{'movie_id': 133, 'movie_name': '西虹市首富', 'rating': 9.5, 'year': 0}, {'movie_id': 146, 'movie_name': '夏洛特烦恼', 'rating': 9.4, 'year': 0}, {'movie_id': 5, 'movie_name': '抓娃娃', 'rating': 7.1, 'year': 0}]",3
彭大魔,王成思,3,8.666666666666666,"[{'movie_id': 133, 'movie_name': '西虹市首富', 'rating': 9.5, 'year': 0}, {'movie_id': 146, 'movie_name': '夏洛特烦恼', 'rating': 9.4, 'year': 0}, {'movie_id': 5, 'movie_name': '抓娃娃', 'rating': 7.1, 'year': 0}]",3
彭大魔,张一鸣,3,8.666666666666666,"[{'movie_id': 133, 'movie_name': '西虹市首富', 'rating': 9.5, 'year': 0}, {'movie_id': 146, 'movie_name': '夏洛特烦恼', 'rating': 9.4, 'year': 0}, {'movie_id': 5, 'movie_name': '抓娃娃', 'rating': 7.1, 'year': 0}]",3
曹保平,王砚辉,3,8.533333333333333,"[{'movie_id': 246, 'movie_name': '李米的猜想', 'rating': 8.9, 'year': 0}, {'movie_id': 257, 'movie_name': '追凶者也', 'rating': 8.8, 'year': 0}, {'movie_id': 896, 'movie_name': '光荣的愤怒', 'rating': 7.9, 'year': 0}]",3
尹扬明,刘伟强,3,8.566666666666668,"[{'movie_id': 248, 'movie_name': '无间道3：终极无间', 'rating': 8.9, 'year': 0}, {'movie_id': 448, 'movie_name': '伤城', 'rating': 8.5, 'year': 0}, {'movie_id': 584, 'movie_name': '风云雄霸天下', 'rating': 8.3, 'year': 0}]",3
孙嘉灵,刘畅,3,7.366666666666667,"[{'movie_id': 1226, 'movie_name': '独家记忆番外之相信爱', 'rating': 7.4, 'year': 0}, {'movie_id': 1227, 'movie_name': '独家记忆番外之勇敢爱', 'rating': 7.4, 'year': 0}, {'movie_id': 1312, 'movie_name': '独家记忆番外之再见爱', 'rating': 7.3, 'year': 0}]",3
管晓杰,赵奕欢,3,7.766666666666666,"[{'movie_id': 632, 'movie_name': '青春期', 'rating': 8.2, 'year': 0}, {'movie_id': 781, 'movie_name': '青春失乐园', 'rating': 8.0, 'year': 0}, {'movie_id': 1503, 'movie_name': '校花驾到之极品校花', 'rating': 7.1, 'year': 0}]",3
叶伟民,张达明,3,7.8999999999999995,"[{'movie_id': 809, 'movie_name': '安娜与武林', 'rating': 8.0, 'year': 0}, {'movie_id': 810, 'movie_name': '炮制女朋友', 'rating': 8.0, 'year': 0}, {'movie_id': 1032, 'movie_name': '李小龙我的兄弟', 'rating': 7.7, 'year': 0}]",3
彭顺,张兆辉,3,8.133333333333333,"[{'movie_id': 623, 'movie_name': '逃出生天', 'rating': 8.2, 'year': 0}, {'movie_id': 666, 'movie_name': '巨额来电', 'rating': 8.1, 'year': 0}, {'movie_id': 701, 'movie_name': 'B+侦探', 'rating': 8.1, 'year': 0}]",3
吴宇森,尤勇,3,8.633333333333333,"[{'movie_id': 282, 'movie_name': '赤壁(上)', 'rating': 8.8, 'year': 0}, {'movie_id': 388, 'movie_name': '赤壁(下)', 'rating': 8.6, 'year': 0}, {'movie_id': 423, 'movie_name': '太平轮(上)', 'rating': 8.5, 'year': 0}]",3
陈博豪,刘畅,3,7.366666666666667,"[{'movie_id': 1226, 'movie_name': '独家记忆番外之相信爱', 'rating': 7.4, 'year': 0}, {'movie_id': 1227, 'movie_name': '独家记忆番外之勇敢爱', 'rating': 7.4, 'year': 0}, {'movie_id': 1312, 'movie_name': '独家记忆番外之再见爱', 'rating': 7.3, 'year': 0}]",3
邓衍成,王鸥,3,6.1000000000000005,"[{'movie_id': 2214, 'movie_name': '镖行天下前传之四百里加急', 'rating': 6.2, 'year': 0}, {'movie_id': 2267, 'movie_name': '镖行天下前传之库丁之谜', 'rating': 6.1, 'year': 0}, {'movie_id': 2317, 'movie_name': '镖行天下前传之虎口夺镖', 'rating': 6.0, 'year': 0}]",3
冯小刚,舒淇,3,6.433333333333334,"[{'movie_id': 191, 'movie_name': '非诚勿扰', 'rating': 7.3, 'year': 0}, {'movie_id': 216, 'movie_name': '非诚勿扰2', 'rating': 6.6, 'year': 0}, {'movie_id': 78, 'movie_name': '非诚勿扰3', 'rating': 5.4, 'year': 0}]",3
冯小刚,关晓彤,3,7.0,"[{'movie_id': 211, 'movie_name': '私人订制', 'rating': 9.0, 'year': 0}, {'movie_id': 216, 'movie_name': '非诚勿扰2', 'rating': 6.6, 'year': 0}, {'movie_id': 78, 'movie_name': '非诚勿扰3', 'rating': 5.4, 'year': 0}]",3
张敏,陈百祥,3,7.3,"[{'movie_id': 306, 'movie_name': '澳门风云2', 'rating': 8.7, 'year': 0}, {'movie_id': 1391, 'movie_name': '唐伯虎点秋香2019', 'rating': 7.2, 'year': 0}, {'movie_id': 2279, 'movie_name': '新河东狮吼', 'rating': 6.0, 'year': 0}]",3
邓家佳,托尼·蒂尔斯,3,6.766666666666666,"[{'movie_id': 1480, 'movie_name': '杀无赦I入局', 'rating': 7.1, 'year': 0}, {'movie_id': 1868, 'movie_name': '杀无赦II逃亡之路', 'rating': 6.6, 'year': 0}, {'movie_id': 1869, 'movie_name': '杀无赦III背水一战', 'rating': 6.6, 'year': 0}]",3
余男,王全安,3,7.366666666666667,"[{'movie_id': 715, 'movie_name': '图雅的婚事', 'rating': 8.1, 'year': 0}, {'movie_id': 1372, 'movie_name': '纺织姑娘', 'rating': 7.3, 'year': 0}, {'movie_id': 1844, 'movie_name': '惊蛰', 'rating': 6.7, 'year': 0}]",3
高圆圆,王小帅,3,8.266666666666666,"[{'movie_id': 397, 'movie_name': '十七岁的单车', 'rating': 8.6, 'year': 0}, {'movie_id': 651, 'movie_name': '青红', 'rating': 8.2, 'year': 0}, {'movie_id': 796, 'movie_name': '左右', 'rating': 8.0, 'year': 0}]",3
托尼·蒂尔斯,蓝正龙,3,6.766666666666666,"[{'movie_id': 1480, 'movie_name': '杀无赦I入局', 'rating': 7.1, 'year': 0}, {'movie_id': 1868, 'movie_name': '杀无赦II逃亡之路', 'rating': 6.6, 'year': 0}, {'movie_id': 1869, 'movie_name': '杀无赦III背水一战', 'rating': 6.6, 'year': 0}]",3
托尼·蒂尔斯,萨姆·海登·史密斯,3,6.766666666666666,"[{'movie_id': 1480, 'movie_name': '杀无赦I入局', 'rating': 7.1, 'year': 0}, {'movie_id': 1868, 'movie_name': '杀无赦II逃亡之路', 'rating': 6.6, 'year': 0}, {'movie_id': 1869, 'movie_name': '杀无赦III背水一战', 'rating': 6.6, 'year': 0}]",3
关尔,王一,3,7.566666666666666,"[{'movie_id': 1115, 'movie_name': '校花诡异事件', 'rating': 7.6, 'year': 0}, {'movie_id': 1122, 'movie_name': '笔仙惊魂', 'rating': 7.6, 'year': 0}, {'movie_id': 1183, 'movie_name': '爱爱囧事', 'rating': 7.5, 'year': 0}]",3
郑伊健,刘伟强,3,8.266666666666667,"[{'movie_id': 583, 'movie_name': '中华英雄', 'rating': 8.3, 'year': 0}, {'movie_id': 584, 'movie_name': '风云雄霸天下', 'rating': 8.3, 'year': 0}, {'movie_id': 662, 'movie_name': '决战紫禁之巅', 'rating': 8.2, 'year': 0}]",3
王琳,郭敬明,3,4.966666666666666,"[{'movie_id': 273, 'movie_name': '小时代2：青木时代', 'rating': 5.1, 'year': 0}, {'movie_id': 189, 'movie_name': '小时代', 'rating': 5.0, 'year': 0}, {'movie_id': 269, 'movie_name': '小时代3：刺金时代', 'rating': 4.8, 'year': 0}]",3
梁超,俞白眉,3,5.3,"[{'movie_id': 2811, 'movie_name': '银河补习班', 'rating': 6.2, 'year': 0}, {'movie_id': 208, 'movie_name': '分手大师', 'rating': 5.2, 'year': 0}, {'movie_id': 302, 'movie_name': '恶棍天使', 'rating': 4.5, 'year': 0}]",3
郭碧婷,郭敬明,3,4.966666666666666,"[{'movie_id': 273, 'movie_name': '小时代2：青木时代', 'rating': 5.1, 'year': 0}, {'movie_id': 189, 'movie_name': '小时代', 'rating': 5.0, 'year': 0}, {'movie_id': 269, 'movie_name': '小时代3：刺金时代', 'rating': 4.8, 'year': 0}]",3
邓郁立,刘畅,3,7.366666666666667,"[{'movie_id': 1226, 'movie_name': '独家记忆番外之相信爱', 'rating': 7.4, 'year': 0}, {'movie_id': 1227, 'movie_name': '独家记忆番外之勇敢爱', 'rating': 7.4, 'year': 0}, {'movie_id': 1312, 'movie_name': '独家记忆番外之再见爱', 'rating': 7.3, 'year': 0}]",3
杜天皓,郭敬明,3,4.966666666666666,"[{'movie_id': 273, 'movie_name': '小时代2：青木时代', 'rating': 5.1, 'year': 0}, {'movie_id': 189, 'movie_name': '小时代', 'rating': 5.0, 'year': 0}, {'movie_id': 269, 'movie_name': '小时代3：刺金时代', 'rating': 4.8, 'year': 0}]",3
张庭,潘长江,2,5.7,"[{'movie_id': 2421, 'movie_name': '毛驴县令之棒子老虎鸡', 'rating': 5.7, 'year': 0}, {'movie_id': 2422, 'movie_name': '毛驴县令之歪打正着', 'rating': 5.7, 'year': 0}]",2
张庭,曹华,2,5.7,"[{'movie_id': 2421, 'movie_name': '毛驴县令之棒子老虎鸡', 'rating': 5.7, 'year': 0}, {'movie_id': 2422, 'movie_name': '毛驴县令之歪打正着', 'rating': 5.7, 'year': 0}]",2
尹治,陈凯歌,2,9.1,"[{'movie_id': 129, 'movie_name': '霸王别姬', 'rating': 9.6, 'year': 0}, {'movie_id': 389, 'movie_name': '梅兰芳', 'rating': 8.6, 'year': 0}]",2
达式常,许鞍华,2,6.0,"[{'movie_id': 2162, 'movie_name': '书剑恩仇录', 'rating': 6.3, 'year': 0}, {'movie_id': 2433, 'movie_name': '香香公主', 'rating': 5.7, 'year': 0}]",2
王烈,杨树鹏,2,7.95,"[{'movie_id': 776, 'movie_name': '匹夫', 'rating': 8.0, 'year': 0}, {'movie_id': 837, 'movie_name': '少年', 'rating': 7.9, 'year': 0}]",2
陈晓,徐克,2,7.9,"[{'movie_id': 186, 'movie_name': '智取威虎山', 'rating': 9.1, 'year': 0}, {'movie_id': 243, 'movie_name': '狄仁杰之通天帝国', 'rating': 6.7, 'year': 0}]",2
冯瓅,张一白,2,7.25,"[{'movie_id': 242, 'movie_name': '将爱情进行到底', 'rating': 7.9, 'year': 0}, {'movie_id': 713, 'movie_name': '夜·上海', 'rating': 6.6, 'year': 0}]",2
郭子健,杨迪,2,9.100000000000001,"[{'movie_id': 155, 'movie_name': '西游降魔篇', 'rating': 9.3, 'year': 0}, {'movie_id': 226, 'movie_name': '悟空传', 'rating': 8.9, 'year': 0}]",2
郭子健,余文乐,2,8.600000000000001,"[{'movie_id': 226, 'movie_name': '悟空传', 'rating': 8.9, 'year': 0}, {'movie_id': 540, 'movie_name': '救火英雄', 'rating': 8.3, 'year': 0}]",2
路阳,雷佳音,2,7.8,"[{'movie_id': 179, 'movie_name': '绣春刀II：修罗战场', 'rating': 9.1, 'year': 0}, {'movie_id': 17, 'movie_name': '刺杀小说家', 'rating': 6.5, 'year': 0}]",2
路阳,杨幂,2,7.8,"[{'movie_id': 179, 'movie_name': '绣春刀II：修罗战场', 'rating': 9.1, 'year': 0}, {'movie_id': 17, 'movie_name': '刺杀小说家', 'rating': 6.5, 'year': 0}]",2
路阳,杨轶,2,7.8,"[{'movie_id': 179, 'movie_name': '绣春刀II：修罗战场', 'rating': 9.1, 'year': 0}, {'movie_id': 17, 'movie_name': '刺杀小说家', 'rating': 6.5, 'year': 0}]",2
路阳,张震,2,9.1,"[{'movie_id': 179, 'movie_name': '绣春刀II：修罗战场', 'rating': 9.1, 'year': 0}, {'movie_id': 187, 'movie_name': '绣春刀', 'rating': 9.1, 'year': 0}]",2
路阳,金士杰,2,9.1,"[{'movie_id': 179, 'movie_name': '绣春刀II：修罗战场', 'rating': 9.1, 'year': 0}, {'movie_id': 187, 'movie_name': '绣春刀', 'rating': 9.1, 'year': 0}]",2
路阳,周一围,2,9.1,"[{'movie_id': 179, 'movie_name': '绣春刀II：修罗战场', 'rating': 9.1, 'year': 0}, {'movie_id': 187, 'movie_name': '绣春刀', 'rating': 9.1, 'year': 0}]",2
熊欣欣,徐克,2,8.3,"[{'movie_id': 454, 'movie_name': '黄飞鸿之三：狮王争霸', 'rating': 8.5, 'year': 0}, {'movie_id': 733, 'movie_name': '刀', 'rating': 8.1, 'year': 0}]",2
熊欣欣,邱礼涛,2,7.65,"[{'movie_id': 767, 'movie_name': '叶问：终极一战', 'rating': 8.0, 'year': 0}, {'movie_id': 1365, 'movie_name': '竞雄女侠秋瑾', 'rating': 7.3, 'year': 0}]",2
