name,rating,types,directors,actors
果宝特攻之水果大逃亡,6.4,喜剧/动画/冒险,王巍,赖虹宇/祖晴/鞠月斌/申克/王巍/陆双/邓红/廖晨翕/李团/赵然/陈轶
恶灵之门,6.4,剧情/悬疑/恐怖,郭大雷,莫少聪/朱珠/陈廷嘉/金士杰/诸葛橙橙
咕噜咕噜美人鱼,6.4,喜剧/动画/冒险,杨广福,张美娟/赵梦娇/陈大刚/刘浏/刘若班/张树彬/郭皓
德兰,6.4,剧情,刘杰,董子健/德姬
兔子镇的火狐狸,6.4,动画/奇幻/冒险,葛水英,乔诗语/喻舟/张遥函/商虹/宣晓鸣/陈浩/张伟/李智伟
莫日根,6.4,动画/儿童/冒险,王鹏程/马建军,张丽/刘娟/万梦琪/宋铮/张怀武/刘蓉/徐炜/房黛薇
人皮拼图,6.4,悬疑/惊悚,刘观伟/辛成江,高云翔/熊乃瑾/刘泊潇/马少骅
洛克王国4：出发！巨人谷,6.4,动画/奇幻/冒险,乌格斯·马特尔/曹东飈,张琦/胡夏/林颖/关晓彤/陶典/詹佳/赵路/张欣/刘北辰/拜月/刘圣博
红髅,6.4,悬疑/惊悚,李明,李威/梅俪儿/李子雄/石小满/林好/杨猛/姚岗
拳霸风云,6.4,剧情/动作/爱情,臧溪川,谷尚蔚/崔允素/杜海涛/梁家仁/冯馨瑶/冯刚
约定倒计时,6.4,喜剧/爱情,谢升皓,张智尧/倪景阳/乔杉/汤镇宗/王奕
超能兔战队,6.4,喜剧/科幻/动画,傅燕,刘红韵/申克/周岩/李思娴/李旭乔/白文显/宋磊/张子焜/黎泰承/童雨欣
公路美人,6.4,剧情/爱情,非可/周看,齐溪/张隽溢/宋宁峰/尕让卓玛/于荣光/王姬/喻恩泰/钟童茜
桃花侠大战菊花怪,6.4,喜剧/爱情,关旭,何文杰/于芷晴 Zhiqing Yu/张皓森/赵晨东/余又熙/周华
黎明之眼,6.4,剧情/历史/战争,吕小龙,郑佩佩/原子鏸/曾江/吕小龙/黎一萱/孙中艺/原和珍/姚美伊
下一站再爱你,6.4,剧情/爱情,李德威,杨紫嫣/马浚伟/川岛茉树代/程小龙/刘鑫
神秘世界历险记2,6.4,动画/家庭/冒险,王云飞,刘校妤/孟泉霖/陆揆/林强/杨天翔/图特哈蒙/宝木中阳
心咒,6.4,悬疑/惊悚,李唯劼,朱智勋/徐洁儿/刘芷汐/张亚希/陆嘉浩/徐惠雯
恋者多喜欢,6.4,喜剧/爱情,白承勋,胡兵/刘涛/马静怡/连晋/崔准硕
夫妻游戏,6.4,剧情,陈正道,蓝正龙/周韦彤/尹雨航/杜海涛/魏一宁/刘伟
古剑奇谭2：永夜初晗,6.4,爱情/动画/奇幻/冒险,鼻涕妞,赵毅/山新/夏磊/朱雀橙/吴磊/赵岭/流月城沈胖子
盗剑72小时,6.4,喜剧/悬疑/惊悚/冒险,徐捷,许还山/叶鹏/周平/杨清/董洋
夏日示爱,6.4,喜剧/爱情,陈家霖,邓家佳/王传君/黄一飞/林雪/吴辰君/杨恭如
高铁英雄,6.4,动画/冒险,吴治邦/竹治政枝,李正翔/夏磊/吴磊/王晓彤/张安琪/周帅/樊俊航/沈达威/刘北辰/杨鸥
别跟我谈高富帅,6.4,喜剧/爱情,张一墨/臧溪川,王聪/甘露/啜妮/宋哲/艾晓琪/午马/孙桂田/王璐瑶/岳跃利
刘老庄八十二壮士,6.4,历史/战争,杨虎,赵毅/刘鉴/白雨/池源/高郡伟/彭继国/徐敏/朱洪霖
勇敢爱之爱情规划局,6.4,爱情,曾庆杰,颖儿/陈翔
借你俩胆,6.4,喜剧/惊悚,韩兆,韩兆/潘霜霜/张楚炎/张凯辉/曹其昌
非常营救,6.4,剧情/悬疑,毛坚/许博,赵文瑄/王双宝/任帅/胡影怡/董彦麟/汪洋/崔成勋/张家川
老魔术师,6.4,爱情,席中中,白客/王艺曈/杨春晖/方成凤
记忆望着我,6.4,剧情,宋方,叶渝珠/宋迪进/宋方
念书的孩子,6.4,剧情/儿童,原雅轩,江化霖/李佳奇/原明轩
神勇投弹手,6.4,剧情/战争,高力强,答有为/姜寒/孙荣
绝对底线,6.4,剧情/悬疑/犯罪,何涛,郭达/郭涛/袁晶/刘莉莉
这里，那里,6.4,剧情,卢晟,黄璐/吕聿来/姚安濂/王德顺/秦伟/白彦波/索玉兰/維尔乔克 索
假如没有你,6.4,剧情/爱情,杨昆荣,张宁江/郭碧婷/张陆/汤晶媚/孟广美/文祥
有人拉屋米,6.4,喜剧/爱情,爱迪生/笑笑,刘谋峰/孙天一/周鑫洋/袁小莫/陆洋/张军/魏中华/王玉琦
幸福59厘米之别闹，改日,6.4,剧情/爱情,张亚东/苗炜,乔任梁/蓝心妍
走路上学,6.4,剧情/儿童,彭家煌/彭臣,丁嘉力/阿娜木龄/曹曦文/陈奕妃
逆转流星,6.4,喜剧/爱情,韦正,俞泳君/赵霁/胡朝政/刘重欣/巫迪文/张文印/林丛丽/沈月
公园,6.4,剧情,尹丽川,李佳/王德顺/王学兵/徐韬
血蝉,6.4,剧情,彭韬,洪启发/赵会会/张雷
我的长征,6.4,剧情/战争,翟俊杰/王珈/杨军,钟秋/王嘉/王心刚/王伍福/王霙/侯祥玲/王挺/姚晨
西岳奇童,6.4,剧情/动画/奇幻,胡兆洪,李铭祖/王肖兵/刘欣
任长霞,6.4,剧情/传记,宋江波,张瑜/吴京安/王庆祥/曾志伟
好多大米,6.4,剧情,李红旗,韩东
井盖儿,6.4,喜剧/犯罪,陈大明,宁静/孙红雷/赵宝刚
旅程,6.4,剧情,杨超,耿乐/常洁萍
纸飞机,6.4,剧情,刘新/江平,牛犇/娜仁花/肖雄
空手道少女组,6.4,动作,王毓雅,陈坤/袁咏仪/林依晨/安以轩
当爱情失去记忆,6.4,爱情,刘仪伟,邓超/吴炫/崔奕
2002年中央电视台春节联欢晚会,6.4,音乐/歌舞,陈雨露,倪萍/朱军/周涛/王小丫/文清/李咏/曹颖/张政
初恋的故事,6.4,爱情,林清介,苏有朋/吴奇隆/连静雯/郝蕾/刘小微/张青
1999年中央电视台春节联欢晚会,6.4,音乐/歌舞,黄海涛/陈雨露,赵忠祥/倪萍/周涛/朱军/孙悦/解晓东/高秀敏/范伟/黑妹/李琼/任贤齐/赵丽蓉/巩汉林/金珠/冯巩/牛群/孙涛/林永健/毛孩/周炜/蔡国庆/江涛/黄宏/句号/赵本山/宋丹丹/崔永元/宋祖英/郁钧剑/阎维文
1998年中央电视台春节联欢晚会,6.4,音乐/歌舞,孟欣/杨东升,赵忠祥/倪萍/朱军/周涛/亚宁/王雪纯/刘纯燕/何炅/曾媛
燃情狙击手,6.4,动作,金扬桦,童爱玲/莫少聪/于荣光/姜荣/黄挺/简瑞超/王挺
春江水暖,6.3,剧情,顾晓刚,杜红军/钱有法/汪凤娟/章仁良/章国英/孙章建/孙章伟/彭璐琦/庄一/孙子康/董镇洋
318号公路,6.3,剧情,聂运兴,岳辛/德姬/孙一明/夏诺·扎西敦珠
再见 南屏晚钟,6.3,剧情/同性/家庭,相梓,南吉/娜仁花/吴任远/李泽宇
很高兴遇见·你,6.3,爱情,李杰,凌正辉/庞璐佳/林路迪/张逗逗
向天真的女生投降,6.3,爱情,周家文,姜潮/关晓彤/崔宝月/叮当/王子/尹晨迪/王翊菲/严飞/沈梦辰/姚橹/寇振海
妖狐苏妲己,6.3,爱情/奇幻,张博维,南笙/蒋梓乐/黄永刚/简远信/杜冯羽容/邵传玉/张净桐/洪宗义/闫艺泷/张博维 /沈天/常元佳/高友和/张志伟/薛晓龙/向飞飞/朱长山/肖方阁/王建军/李宽宽
金三角大营救,6.3,剧情/动作/悬疑,张涛,彭禺厶/李乔丹/于心妍/娄学贤
的士诡谈,6.3,喜剧/悬疑/恐怖,韩彦博/裴魁山/刘淌/赵强,卢野/陈玺旭/周觅/裴魁山/严坤
笔仙咒怨,6.3,悬疑/惊悚,邓安东,罗翔/李佳颖/江兰萱/俞晓晔/马卉/徐勇/粟军/郑晓勇
冒牌监护人之寻宝闹翻天,6.3,剧情/喜剧,陈玮卿,张一山/笑嘻嘻/张蓝心/谢依霖/洪剑涛/陈保元/彭波/段钧豪/李耕/宗晓军/郭晓峰/来喜/张颂文/吴正豪/高玉庆
暴走刑警,6.3,剧情/喜剧/犯罪,来赫,张隽溢/董博睿/朱天天/龙洁/邢瀚卿/丁一森/王刚/李渡
恐怖电影院2,6.3,惊悚/恐怖,陆诗雷,殷果儿/黄梓城/刘小奇/闫薇儿/宋嘉豪/孙文慧/曲馨雅/武朋/任青安/丁柯予
有言在仙,6.3,剧情/喜剧/爱情,傅闱玮/孙野,李梓/李想/黄恩茹/陈倩楠/傅汉源
怨灵宿舍之人偶老师,6.3,惊悚/恐怖,陆诗雷,谢容儿/薇拉贝儿/岳文龙/姚雨鑫/陈嘉敏/姜梦茹/李晨溪/王翼鹏
萤火奇兵,6.3,喜剧/动画/奇幻/冒险,邓伟锋,山新/姚雷/郭盛/李姗姗/张圣/邓伟锋/宝木中阳/陈喆
失心者,6.3,惊悚,陈蔚尔,菅纫姿/连凯/许绍雄/夏文汐/汤怡/刘挺
枕边有张脸2,6.3,悬疑/惊悚,赵小溪,赵慧仙/田家大/胡睿/陈野/薛闻君/柏安/李兰迪/吴甜甜
杀了我,6.3,爱情/悬疑,罗至中,林子闳/孟耿如/唐振刚/张诗盈/夏靖庭 /范峻铭
白雪公主和三只小猪,6.3,动作/动画/冒险,莎莉,倪虹洁/任志宏/谷放冰
夏日密语,6.3,喜剧/爱情/同性,温停云,魏雨萱/苏诗丁
死亡游戏,6.3,惊悚/恐怖,麦子,徐洁儿/陈欢/陈炳强/吕平滢/郭子溪/杨珑/刘宇珽/蒋瑞琪/李曼铱
我是歌手：2016双年巅峰会,6.3,音乐/真人秀,洪涛,韩红/谭维维/李健/胡彦斌/黄丽玲/郑淳元/李玟/张信哲/黄致列/徐佳莹/李克勤/老狼
诡娃,6.3,惊悚/恐怖,蒋国权,李抒航/程媛媛/孔维
北京时间,6.3,剧情/爱情,安战军,陈乔恩/李保田/马元/孙艺洲/周秀娜/娜仁花/刘威/丁海峰/房夕婷/邵峰/孙涛/刘晓晔/于波/陈楚汗/许松霆/张境佳/李琦
雨夜惊魂,6.3,惊悚,刘天荣,蓝心妍/王李丹妮/董玉峰
魔镜奇缘,6.3,动画/家庭/奇幻/冒险,郑成峰,琪琪/王琪/孙科/叶方/仰洋/张洋/刘洋/张道兴/丁妍
新年来啦之大闹除夕,6.3,动画/奇幻/冒险,于明亮/杨晓君/梁董龙,赵舒婷/付洁/易小寅/陈昭/梁晓强/马语非/巩大方/李密/朱小妮
龙骑侠,6.3,动画/奇幻/冒险,刘可欣,唐小喜/张雪凌/路知行/张璐/李立宏
大峰祖师,6.3,剧情/悬疑/传记/古装,张蠡,许还山/俞灏明/安贞京/蒋恺/隋咏良/吕晶
第一眼爱情,6.3,爱情,李妮,陈志朋/洪辰/刘一煊/姜武/罗立群/黄觉/刘超/何琳
蝉翼,6.3,剧情/爱情,卫华,叶思齐/付美艳/刘述/刘鹏/沈浩/卫华
逆袭,6.3,剧情/喜剧,安战军,张立昕/韩鹏翼/王凯/刘晓晔/张帆
西柏坡2：英雄王二小,6.3,动画/儿童/战争,施屹,刘纯燕/李扬/董浩/张安琪/洪海天
我的老婆是只猫,6.3,爱情/动画/冒险,黄军,潘粤明/周艳泓
越位者,6.3,动作/犯罪,李志洲,李乾铭/汤嬿/周蕾/高军/高洁/金彧亮/张晶/文章/黄一飞
异度迷局,6.3,悬疑/惊悚,徐杰,温兆伦/杨斯/贺刚/郑佩佩
逐爱之旅,6.3,剧情/爱情,黄精甫,唐嫣/杨祐宁
湘南起义,6.3,剧情/战争,周琦/马德林,陈牧扬/侯煜/朱义/源唯杰/郭鑫/王嘉/方川/陈姝/魏东/吴卫东
危城之恋,6.3,剧情/爱情,郑大圣,闵春晓/周帅/刘姝辰
摩尔庄园2海妖宝藏,6.3,动画/儿童/奇幻/冒险,刘可欣,黄渤/宣晓鸣/周志强/季冠霖/乔诗语/金锋/张凯/阿杰
我是中国人,6.3,剧情/战争,刘观伟,李乾铭/颜丹晨/黄一飞/张一龙/周蕾/梁又琳/董晓娇/张帅儿/蔡冉/褚振中/张卫华/张艺雷/罗建国/裴稼睦/裴稼帅/谷雨/沈佳佳/杨玉天/宝力高/张艺军/张艺龙
浮出水面的影子,6.3,剧情/悬疑/惊悚,贾东朔,沈傲君/张伟欣/李佳/姜武
开心大冒险,6.3,喜剧/动作,李作楠,关礼杰/林威/刘倩/王传君/张逸杰/祝思琪/郑好
闺蜜,6.3,剧情,王涛,李冰冰/张舒媛/张墨丰/艾尚真
截拳道,6.3,动作,周振荣/陈天星,陈天星/梁小龙/刘梓妍/林威/张俊杰
熊出没注意,6.3,喜剧/惊悚/恐怖,程樯,李晨/尚雯婕/李乃文
马文的战争,6.3,剧情/爱情/家庭,常征,成泰燊/王姬/姜宏波/李梦男
你丫真狠,6.3,剧情,王小峰,胡力涛/张素婧/苏田园/夏邦
他叫苏格,6.3,剧情/同性,艾水水,钟宇泽/小依
双镖,6.3,动作,陈坤厚,苏瑾/雷特·盖尔斯
上海公园,6.3,剧情/爱情,黄凯,魏云/褚颖颖/大庆/丰昌纬/侯文婷/吴极/杨军
买买提的2008,6.3,剧情/儿童/运动,西尔扎提·亚合甫,伊斯拉木江·瓦力斯/阿孜古丽·热西提/木拉丁·阿不力米提/阿布都克里木·阿不力孜
终极忍者,6.3,动作,邱礼涛,黄圣依/李子雄/黄子华
卡车上掉下的小提琴,6.3,剧情,江澄,赵亮/果靖霖/吴辰君
菊花茶,6.3,剧情,金琛,陈建斌/吴越/何涛
走到底,6.3,剧情,施润玖,莫文蔚/姜武/张震岳/王千源
黄连.厚朴,6.3,剧情,丁荫楠,朱旭
女帅男兵,6.3,剧情,戚健,蒋雯丽/陈宝国/刘强/刘烨/英达
狂,6.3,剧情/爱情,凌子风,许晴/尤勇/赵君/程希/刘亚津
狐仙,6.3,爱情/情色/奇幻/古装,吕小龙,胡慧中/吕小龙/潘光宇/金志姬
晚钟,6.3,剧情,吴子牛,陶泽如/孙敏/刘若雷/葛亚明/周琦/胡宗琪/叶楠秋/丛培信
书剑恩仇录,6.3,动作/武侠/古装,许鞍华,张多福/达式常/刘佳/阿依努尔/于莉/邓婕
慕伶，一鸣，伟明,6.2,剧情,黄梓,彭杏英/薛立賢/高翰文
马赛克少女,6.2,剧情/犯罪,翟义祥,王砚辉/王传君/张童汐/吕星辰
半边天,6.2,剧情,刘雨霖/丹妮拉·托马斯/伊丽莎维塔·斯蒂肖娃/阿什维尼·伊耶·蒂瓦里/萨拉·布兰克,玛丽亚·海伦娜·迪拉兹/翟·巴普蒂斯塔/奥嘉·多布里娜/亚历山大·库丁/沙克希·坦沃/王珞丹/刘蓓/宗平/曼迪萨·恩杜纳
暴走狂花,6.2,喜剧/动作/悬疑,毛溦,赵奕欢/包文婧/张天其/袁伶嫣/李笑优/李艺东
大圣伏妖,6.2,动作/奇幻/古装,罗乐,樊少皇/何蓝逗/罗鸣/贾云哲/汪世伟/莫合塔尔
冰封迷案,6.2,悬疑/惊悚,唐宇,卫仑/黄米依/杜翊/苗青/闻诗佳/何靖/韩秋池/聂宁/童雨宸
金龟子,6.2,动画/家庭/冒险,丁实,刘纯燕/张磊/杨晨/王逸宸/王宁/田波/刘波/张遥函/林强/郭政建/闻天
花悸,6.2,爱情/科幻/惊悚,黄璜,谢治勋/王歆霆/张杨智子
因为爱情,6.2,喜剧/爱情,曹大伟,魏大勋/郭姝彤/张萌/邱心志/魏天浩
追·踪,6.2,剧情/犯罪,李霄峰,罗晋/聂远/黄觉/姜珮瑶/辛鹏/李嘉琪/杨一威/史策/刘陆
何日君再来,6.2,剧情,王飞飞,张迅/蒋中伟/郭月/刘政凯
麻辣学院,6.2,剧情/喜剧,李金瀚,蒋欣/九孔/秦沛/黄品源/郝劭文/董立范
三只小猪2,6.2,动画,刘炜,王晓彤/李晔/洪海天/严丽祯/贾邱/骆妍倩/刘北辰/胡谦
订制男友,6.2,爱情/同性,傅国樑,利晴天/苏柏
人鱼校花,6.2,喜剧/爱情/奇幻,叶茗/林云翔,文卓/邹杨/曹曦月/田晓天/海铃/程旭
人鬼交易所,6.2,喜剧/恐怖,于戈,林枫烨/付赫安琪
聊斋变异,6.2,剧情/悬疑/惊悚/恐怖,陆宣,萧赫/谈苏阳/郁晓冬/徐蒙源/龚芳妮/高原/萨钢云/张星宇
越囧,6.2,喜剧/爱情/冒险,郭翔,马德钟/王大治/刘力扬/庆媚/阮凌峰/李俊杰/胡家雄/向甜
不离不弃,6.2,剧情/喜剧/爱情,蒋钦民,袁成杰/曹云金/江若琳/小沈龙/孙建宏/是元介/顾佑明
诡梦凶铃,6.2,悬疑/惊悚/犯罪,邓安东,方力申/李斯丹妮/何映桥/王馨彤/刘小东
奇葩追梦,6.2,剧情/喜剧/爱情,陈健,艾伦/常远/黄圣依/王婉中/赵亮/媛凤/彭波/雷汉/陈思娜/陈晓龙/康亢
催命符之劫后重生,6.2,悬疑/惊悚,周晓鹏,郑强/卢蒽洁/姜怡伊/陈伟栋/于朦胧/刘真佑/王岗/李耀景
失眠男女,6.2,喜剧/爱情,袁杰,宝儿/苑琼丹/谭耀文/邓紫飞/赵毅新/杨了/黄一飞/连晋
隔壁惊魂,6.2,惊悚,邢博,李左飞/曹子辰/石雨晴/陈文倩/徐仕龙/孙家文/王鼎迪
致命怪谈,6.2,悬疑/惊悚,依平,刘青/周浩东/苏婷/杨海超/魏建云/赵婷婷
2016辽宁卫视春节联欢晚会,6.2,歌舞/真人秀,尹琪,六小龄童/周华健/朴载相/郭冬临/宋小宝/张靓颖
索命暹罗之按摩师,6.2,悬疑/惊悚,塔韦华·温泰,林保怡/袁百梓卉/高捷/黄恺杰/钮蔚淇/高翔/叶勇
诡娃娃,6.2,惊悚/恐怖,刘崇崇,徐冬梅/张旭/杨旸/谢源
天降(梅新执导),6.2,剧情,梅新,郝柏杰/王禛
双生灵,6.2,悬疑/惊悚,秦榛,车艺莲/常奕然/刘佳佳/刘冠麟/尹菲
满洲里来的人,6.2,剧情/犯罪/奇幻,唐棣,刘铮/刘小美
我只要我们在一起,6.2,爱情,晏菲,杨恭如/唐文龙/迟帅/周岭南
摩尔庄园3：魔幻列车大冒险,6.2,动画/家庭/冒险,李婷婷,杨鸥/夏磊/谢添天/冯骏骅/醋醋/沈达威/樊俊航
37次想你,6.2,爱情,郭廷波,付辛博/白冰/谭维维/傅颖/吉杰/钟伟强/李彧
胖虎日记,6.2,剧情,徐星宇,李渊/韩梦纯/王睿
海神密码,6.2,动作/冒险,乔和平/罗越,彼得·斯特曼/玛丽亚·凯拉/杨丽菁/徐光宇/王双宝/彭波/张旭/曹艳/任泽巍
我是狼之火龙山大冒险,6.2,动画/冒险,于胜军,黄渤/刘璇/薛佳凝/付辛博/陆皓婕/李佳怡
早安，冬日海,6.2,爱情,胡涵清,张子文/任容萱/钱泳辰
郑和1405：魔海寻踪,6.2,动画/奇幻/冒险,朱义昌/高毅,张靓颖
正骨,6.2,剧情/历史,詹文冠,宋春丽/张光北/舒耀瑄/宋楚炎/海一天/张倩如
爱呦，阿斗,6.2,喜剧/爱情,爱迪生,刘谋峰/杜雨宸/周鑫洋/魏林
吴仁宝,6.2,传记,徐耿,尤勇/吴仁宝
我的中学时代,6.2,剧情/爱情,林旭坚,林依婷/程砚秋/林龙麒
云上太阳,6.2,剧情,丑丑,菩翎男/龚璇/樊晓洋/穆修玮
七个隆咚锵咚锵,6.2,喜剧/爱情,韩兆,韩兆/杨少华/刘亚津/张楚焱/郜妍
婚礼告急,6.2,喜剧/爱情,周伟,侯凯/夏侯云姗/周泓/刘恩佑
英雄喋血,6.2,剧情,赵崇基,谢君豪/赵炳锐/江若琳/廖启智/温碧霞/曾志伟/谭咏麟/吴友静
无界之地,6.2,剧情/爱情/奇幻,徐子牧,钟镇涛/甘薇/林雪/谭耀文/曾韦迪/熊乃瑾/郑浩南/谢君豪/杜小米/李彩桦/顾耀鹤
镜中迷魂,6.2,悬疑/惊悚/恐怖,若般,蓝齐儿/曹雷/季晓菲/邓仕鸥/王丹青/王乐声/刘彝斯
大国手之秦淮风月,6.2,剧情/古装,萧锋,程皓枫/章贺/赵凯依（赵婉亦）
大国手之首席棋待诏,6.2,剧情/历史,萧锋,章贺/王黎雯/付聪
镖行天下前传之至尊国宝,6.2,剧情/动作/古装,刘子富/李磊,吴奇隆/徐亮/王鸥
镖行天下前传之四百里加急,6.2,剧情/动作/古装,邓衍成/李磊,吴奇隆/高亚麟/王鸥
青年,6.2,剧情,耿军,李正民/费雅君/石磊/陶芳/贾韵彤/袁利国/徐刚/薛宝鹤
让我为你靠点谱,6.2,剧情,韩延,迟嘉/曹曦文/田新平
烽火,6.2,剧情/战争,杨树鹏,张涵予/龚司宇/冯岩/杨少帅/姜丽丽/宋晨涛
离别也是爱,6.2,剧情,周伟,薛皓文/唐嫣/刘畅
新忠烈图,6.2,剧情/动作/武侠/古装,刘新,吴奇隆/黄奕/元华/杨子/尹子维/洪天明
男人上路,6.2,剧情,刘小宁,刘小宁
喜马拉雅王子,6.2,剧情,胡雪桦,蒲巴甲
离骚II：关于成长的个人陈述,6.2,剧情/爱情,胤祥,傅宏宇/黄家莹/夏笳/张力/王乃中
婼玛的十七岁,6.2,剧情,章家瑞,李敏/杨志刚
1997年中央电视台春节联欢晚会,6.2,音乐/歌舞,袁德旺,赵忠祥/倪萍/程前/周涛/朱军/亚宁
女儿谷,6.2,剧情/犯罪,谢晋,李翠云/马翎雁/赵薇
闪电行动,6.2,动作/战争,朱岩/梁治强,杜振清/储智博/赵小锐/孙海英/孙承滨/祝新运/张玲/迟蓬/赵军凯/陈晓雷/春歌/杨军/何胜祥
1987年中央电视台春节联欢晚会,6.2,音乐/歌舞,邓在军,李默然/王刚/李小玢/姜昆
漫游,6.1,剧情,祝新,姜郦/黄菁/陈燕/骆海清/卢嘉禾/赵家俊
太行,6.1,剧情,何政,王博/李伟东/陈昕婕
宝塔镇河妖之诡墓龙棺,6.1,喜剧/悬疑/奇幻,代艺霖,彭愚厶/曾妮/何其炜/王怡雯/郭野/周升
一个人的江湖,6.1,剧情/动作,喻亢/黄建业,梁恩/屠育玮/张佳熙/喻亢/魏宗万
擒贼先擒王,6.1,剧情/犯罪,李相国,郭凯敏/刘金山/孙浩涪/郑龙/阚宇/刘妙/闫立飞/闫彦龙/夏赫娜赞·阿尔斯郎
烽火逐金,6.1,剧情/战争,石桀锐,苑乔/张峰/齐超
梭哈人生,6.1,剧情/喜剧/爱情,郑来志,谭佑铭/施予斐/赵樱子/孟智超/李林轩
守边人,6.1,剧情,方军亮,刘佩琦/刘园园/吴楠/蒋君燕/李悦铭
恐怖毕业照2,6.1,惊悚/恐怖,陆诗雨,陈圆/刘俐儿/宋伟/聂晶磊/柴子娣/李晨溪/刘冲儿
无罪之城,6.1,动作/犯罪,尹晨阳,王泊文/谭盐盐/赵怀良/郭震
嘻哈英熊,6.1,动画/冒险,王琦,林强/刘思岑/徐梦娟/梁晓强/郭政建
空山异客,6.1,剧情,杨恒,唐胜刚/梁宇/尚美彤
Hi，高考君,6.1,剧情/喜剧,张馨,倪景阳/孙松/高亚麟/郑卫莉/郭东文/王楚/董慧/张恩齐/周文
盲少爷的小女仆,6.1,爱情,禇会林,冯芷墨/刘泯廷
老阿姨,6.1,剧情,雷献禾,陶慧敏/李雪健/陶海
假装看不见之电影大师,6.1,喜剧/爱情,卫捷,姚星彤/李贤宰/任言恺/孙心娅/张佑赫/苑琼丹/许绍雄/王多多/刘名洋
槟榔西施,6.1,剧情/爱情,薛贤坚,曾珮瑜/许腾方/张家瑜/陈为民/洪胜德
丧尸大战僵尸,6.1,喜剧/动作/惊悚,杨哲,彭禺厶/朱佳希/吕晶/贺宽/张哲浩
诡打墙,6.1,惊悚,游松,艾丽娅/潘辰/郭月/刘力扬/王增奇/张伦硕/周冉
诡劫,6.1,爱情/悬疑/惊悚,杨竞泽,佟丽娅/立威廉/朱珠/刘嘉/汤镇业/王海祥/田玲/胡蓉蓉/肖剑/孔铭/商秉驰
非你勿扰,6.1,喜剧/爱情,赵艺然,大左/姜潮/穆婷婷/肖旭/张磊/侍宣如
奥拉星：进击圣殿,6.1,动画/儿童/奇幻/冒险,钟智行,张安琪/张琦/李正翔/周帅/刘北辰/金锋/赵路/詹佳/孟祥龙
简单爱,6.1,爱情,崔燕,许绍洋/张琳/谢雨芩/石铭熙/赵檀/韩羽轩/裘斯/李洋
校园疯骚史之舞动青春,6.1,剧情/爱情,焦洋,彭禺厶/朱佳希/谭渤霖/王莘迪/杨虓
医者童心,6.1,剧情,方军亮,薛俨/薛中锐/王晞/王正权
环城七十里,6.1,剧情,穆丹,陈俊达/孙熙言/黄婧/李佳怡
我是你的野蛮女友,6.1,喜剧/动作/爱情,郑立,石天硕/莫熙儿/曾江/林威/伊力奇/金亿/涂彦倪/王文绮
裸归电影版,6.1,剧情,张永兴,陈杰/任敏/李艳琴/郝华亮
纯纯欲动,6.1,喜剧/爱情,王丹,徐嘉苇/常诚/张磊/苗苗/袁乙心/曹楠/张涵俏
毛驴县令之大事小情,6.1,喜剧/动作,潘长江/曹华,潘长江/恬妞
丑男大翻身,6.1,喜剧/爱情/奇幻,王猛,念贤儿/刘永健/赵硕之/陈玺安/李亚红/禹童/林楷/顾佑明/胡嘉爱/万力/李沁谣/常宽/安又琪
有招没招之爱情达人,6.1,喜剧/爱情,智磊,袁咏仪/邱心志/周秀娜/李佳航/林雪/施诗
刺客,6.1,剧情/动作,苗述,梁家仁/姜超/陈观泰/董志华/谢沅江/朱国安/周依晨/王小宝/肖宏
